rosbagTimestamp,x,y,z
1540580419876931715,-106.807487488,-16.3082427979,-9.16218185425
1540580419917368817,-107.168121338,-16.2082080841,-9.16403770447
1540580419958272131,-107.494796753,-16.1050987244,-9.19704818726
1540580420002842531,-107.848503113,-16.0311088562,-9.32473945618
1540580420044585445,-108.090713501,-15.9887123108,-9.40194797516
1540580420085629441,-108.28036499,-15.9093847275,-9.47128486633
1540580420130031976,-108.41884613,-15.7569646835,-9.53246212006
1540580420170807160,-108.580322266,-15.6443529129,-9.60083866119
1540580420216292246,-108.695541382,-15.5462532043,-9.69765377045
1540580420257771204,-108.782295227,-15.4134721756,-9.80949497223
1540580420298153020,-108.85710144,-15.322927475,-9.91101932526
1540580420344261497,-108.931106567,-15.2970895767,-9.94704627991
1540580420384450496,-109.031265259,-15.2843446732,-9.9269990921
1540580420424677055,-109.197776794,-15.2670946121,-9.98574638367
1540580420469806221,-109.417274475,-15.3694038391,-10.1366291046
1540580420511315356,-109.637802124,-15.5029191971,-10.3431253433
1540580420552451007,-109.905082703,-15.7695236206,-10.5990934372
1540580420597129876,-110.007339478,-15.9986896515,-10.8862752914
1540580420641968179,-110.002365112,-16.3425254822,-11.3364105225
1540580420682873180,-109.965003967,-16.705789566,-11.7732172012
1540580420723861827,-109.942863464,-16.3271942139,-12.471373558
1540580420764797585,-110.097892761,-15.4005422592,-13.23204422
1540580420810854718,-110.375839233,-15.159778595,-14.33020401
1540580420850745744,-110.959953308,-15.164018631,-15.887755394
1540580420891680009,-112.041999817,-14.9837331772,-19.3766689301
1540580420936976941,-112.930099487,-15.3899288177,-22.358757019
1540580420977720264,-113.765342712,-16.1754302979,-24.7201519012
1540580421023084984,-114.601882935,-16.7459220886,-26.6535053253
1540580421063652512,-115.426887512,-17.1644458771,-28.31939888
1540580421110787595,-116.455543518,-17.7019805908,-29.6808586121
1540580421149861331,-117.362869263,-18.1255531311,-29.9191608429
1540580421190827610,-118.382972717,-18.2685909271,-29.4572544098
1540580421231622206,-119.269203186,-18.4106750488,-28.9163246155
1540580421276727297,-119.952148438,-18.535326004,-28.3471317291
1540580421317699472,-119.939704895,-18.9173679352,-28.243062973
1540580421362841399,-119.71824646,-18.8884544373,-28.0461864471
1540580421403643353,-119.353393555,-18.9052753448,-27.9276599884
1540580421444438488,-118.878112793,-18.9371128082,-27.9272251129
1540580421491797209,-118.471977234,-18.9892959595,-27.9841575623
1540580421530650965,-118.064613342,-19.0270385742,-28.1006622314
1540580421571487954,-117.66065979,-19.1512966156,-28.3543987274
1540580421616595965,-117.277900696,-19.4059238434,-28.736366272
1540580421657727266,-116.910713196,-19.7335510254,-29.122674942
1540580421702722542,-116.748542786,-19.8629283905,-29.1162853241
1540580421743598866,-116.610099792,-19.9085388184,-28.9731292725
1540580421788965742,-116.421966553,-19.8788051605,-28.704996109
1540580421829690102,-116.287918091,-19.7961368561,-28.5685138702
1540580421874867569,-116.184272766,-19.7272014618,-28.5236968994
1540580421915647028,-116.123802185,-19.7373542786,-28.5668830872
1540580421956478961,-116.116127014,-19.7559452057,-28.5475769043
1540580422001654716,-116.175506592,-19.7274055481,-28.4177246094
1540580422043013366,-116.296272278,-19.7071666718,-28.1976604462
1540580422083739901,-116.479682922,-19.6404914856,-27.9363327026
1540580422128601175,-116.661514282,-19.6348876953,-27.7660236359
1540580422169399867,-116.897651672,-19.7211322784,-27.6631031036
1540580422217374987,-117.081230164,-19.8515396118,-27.6044864655
1540580422255855092,-117.216697693,-19.9719295502,-27.5213336945
1540580422296394368,-117.310142517,-20.0581798553,-27.4137649536
1540580422342092848,-117.37890625,-20.1044063568,-27.28723526
1540580422382912264,-117.358604431,-20.1283569336,-27.242477417
1540580422423530741,-117.290916443,-20.1617679596,-27.2602729797
1540580422468632779,-117.195037842,-20.2174606323,-27.2927494049
1540580422510618305,-117.006095886,-20.2706012726,-27.3363399506
1540580422554754620,-116.846572876,-20.3276157379,-27.3239879608
1540580422595634371,-116.726593018,-20.3736171722,-27.3084259033
1540580422637002693,-116.648292542,-20.4085540771,-27.2303695679
1540580422681964167,-116.645202637,-20.4215602875,-27.1476955414
1540580422722885748,-116.637496948,-20.428981781,-27.0297088623
1540580422763765704,-116.611633301,-20.4343891144,-26.9241657257
1540580422808874425,-116.566955566,-20.4380283356,-26.8488636017
1540580422849963788,-116.533958435,-20.4304389954,-26.7790489197
1540580422890414443,-116.567367554,-20.383731842,-26.6714115143
1540580422935385916,-116.64768219,-20.3576164246,-26.6292076111
1540580422976525856,-116.751831055,-20.3201541901,-26.5803432465
1540580423024284317,-116.834083557,-20.3053321838,-26.5953044891
1540580423062362390,-116.913627625,-20.2848529816,-26.6320648193
1540580423103465811,-117.002708435,-20.2963542938,-26.6782684326
1540580423148338418,-117.116500854,-20.2568321228,-26.6332111359
1540580423189457978,-117.249931335,-20.2138519287,-26.5895862579
1540580423230624446,-117.390968323,-20.140499115,-26.5480270386
1540580423275239736,-117.402809143,-20.0404262543,-26.6646003723
1540580423316343951,-117.329589844,-20.0102977753,-26.927022934
1540580423357173788,-117.318756104,-20.0759468079,-27.2637290955
1540580423402454722,-117.494003296,-19.992477417,-27.4634342194
1540580423443310387,-117.927070618,-19.7809429169,-27.6351070404
1540580423488406555,-118.370124817,-19.4830207825,-27.8248195648
1540580423529634888,-118.710945129,-19.1409378052,-28.1377468109
1540580423570335134,-118.94644165,-18.695640564,-28.4363555908
1540580423622373896,-119.015541077,-18.0894165039,-28.729549408
1540580423656454850,-119.173110962,-17.0564365387,-28.9023990631
1540580423697236225,-119.459465027,-16.1877441406,-29.0924758911
1540580423742182727,-119.759490967,-15.5322751999,-29.4530715942
1540580423783240299,-119.912765503,-14.7064619064,-29.6893882751
1540580423824190163,-119.71018219,-13.7881574631,-29.7554206848
1540580423869289839,-119.391746521,-12.8016576767,-29.6102600098
1540580423910376599,-119.028709412,-11.8697137833,-29.5058364868
1540580423955859954,-118.840934753,-11.0225028992,-29.4787406921
1540580423996729066,-118.98841095,-10.3108644485,-29.4031467438
1540580424037094800,-119.518676758,-9.35766506195,-28.8213996887
1540580424083110887,-120.220680237,-9.23760318756,-28.5904541016
1540580424123166975,-121.143966675,-9.06925106049,-28.2877521515
1540580424168536229,-122.09475708,-8.97052574158,-28.0672359467
1540580424209071269,-122.922058105,-8.8660030365,-27.9302387238
1540580424254214866,-123.046463013,-8.79371356964,-27.8968715668
1540580424295118156,-122.785827637,-8.56732177734,-27.9058208466
1540580424340369242,-122.203681946,-8.19319629669,-27.8336868286
1540580424381290689,-121.83984375,-7.72068548203,-27.6396503448
1540580424422089625,-121.647369385,-7.21028137207,-27.3729743958
1540580424467606464,-121.653594971,-6.93766212463,-27.1426830292
1540580424508385849,-121.968360901,-6.97021198273,-26.822303772
1540580424549193489,-122.34210968,-6.99952554703,-26.5871543884
1540580424594890116,-122.695426941,-6.74968385696,-26.479927063
1540580424635678016,-122.831672668,-6.68540859222,-26.4514961243
1540580424680335629,-122.789909363,-6.59533500671,-26.7261009216
1540580424723576861,-122.823257446,-6.63331842422,-28.5101146698
1540580424762951770,-122.975852966,-6.98424577713,-30.9652118683
1540580424807138128,-123.237792969,-7.62837266922,-33.9864997864
1540580424848212961,-123.576965332,-8.23394203186,-36.7349586487
1540580424889036125,-123.890708923,-8.85505485535,-39.2046279907
1540580424934120885,-124.029067993,-9.41940689087,-41.8657569885
1540580424975458978,-124.080787659,-10.3023900986,-45.714756012
1540580425020085148,-124.296432495,-11.4444932938,-50.1112632751
1540580425061143763,-124.226020813,-12.5531778336,-53.7010765076
1540580425102885334,-124.135185242,-13.0896434784,-56.5343818665
1540580425147308117,-124.110610962,-13.135843277,-58.4340171814
1540580425188092402,-124.052978516,-13.2559566498,-60.1113471985
1540580425229863763,-123.881462097,-13.666179657,-61.6436653137
1540580425274231254,-123.651992798,-14.0576124191,-62.8699493408
1540580425315365921,-123.464782715,-14.1581144333,-63.4169578552
1540580425356097424,-123.432579041,-13.95195961,-63.6598968506
1540580425401867822,-123.579124451,-13.7824935913,-63.5783615112
1540580425441874538,-124.008384705,-13.8007202148,-62.8711509705
1540580425487175842,-124.821495056,-13.8990802765,-61.0470657349
1540580425529034811,-126.278030396,-13.9166154861,-57.8738555908
1540580425569043876,-127.481910706,-13.8791675568,-54.4591903687
1540580425614003206,-128.899780273,-13.2458467484,-50.8858337402
1540580425655017373,-130.745788574,-12.4272184372,-46.2466278076
1540580425696003243,-132.145172119,-12.1080341339,-42.5623245239
1540580425741041545,-133.632904053,-11.6152114868,-39.1325302124
1540580425781949921,-135.62928772,-10.3929929733,-35.1423873901
1540580425826976951,-139.267669678,-7.28701734543,-26.8158416748
1540580425868761248,-141.501052856,-4.94548130035,-19.684753418
1540580425908963240,-141.783615112,-3.106320858,-16.4863452911
1540580425954018899,-142.146377563,-1.80092012882,-14.5612707138
1540580425995223772,-141.920974731,-1.65749824047,-13.898771286
1540580426036908586,-141.504623413,-1.30797684193,-12.8753089905
1540580426081458311,-141.084411621,-0.707781970501,-10.7235298157
1540580426122069702,-140.690170288,0.367071837187,-7.95599460602
1540580426167054827,-140.212554932,1.88376843929,-4.75071620941
1540580426207877938,-139.408325195,3.34372639656,0.214933261275
1540580426249381111,-138.672485352,4.26404047012,4.46626996994
1540580426293946037,-137.923339844,5.03909301758,9.01614665985
1540580426334826469,-137.013336182,5.40248346329,13.6898918152
1540580426375882110,-135.958648682,5.50338935852,19.0983562469
1540580426421104854,-135.200759888,5.54719114304,22.9889583588
1540580426461696875,-134.485977173,5.55244016647,26.7640666962
1540580426506921824,-133.406936646,5.63636445999,30.3273067474
1540580426547944690,-132.30696106,5.317278862,33.8829650879
1540580426591017979,-131.696243286,4.75361204147,36.1423149109
1540580426633888616,-131.165222168,4.50308465958,38.0838356018
1540580426674874720,-130.765487671,4.54339361191,39.8118896484
1540580426715869915,-130.495040894,4.83675050735,41.2701797485
1540580426761221037,-130.231689453,5.50028800964,43.030002594
1540580426805931553,-129.968597412,5.7615942955,44.2817192078
1540580426846827534,-129.741851807,5.74745178223,45.1085548401
1540580426888012067,-129.531890869,5.79220104218,45.7207450867
1540580426932973718,-129.538574219,5.85839748383,45.5432014465
1540580426973801719,-129.86428833,5.73758935928,44.1712188721
1540580427019293637,-130.581253052,5.20855522156,41.0271873474
1540580427059755986,-131.874786377,3.82255291939,35.2108802795
1540580427101003606,-132.943344116,2.3943696022,29.9515266418
1540580427146301023,-133.850234985,0.899871408939,24.1125240326
1540580427187012025,-134.698974609,-0.563464045525,17.823589325
1540580427228112459,-135.425460815,-2.04078650475,11.6693687439
1540580427272925761,-136.820953369,-3.85578942299,4.66263818741
1540580427313737661,-136.849060059,-6.03245019913,0.527143716812
1540580427354690455,-137.43963623,-8.32964324951,-3.41463589668
1540580427400714300,-138.124160767,-9.64836406708,-7.60578536987
1540580427441532438,-138.941268921,-10.2843914032,-12.8926086426
1540580427486507848,-139.495697021,-11.0585098267,-16.9095802307
1540580427527278976,-139.924865723,-11.9773445129,-20.9036464691
1540580427568199966,-139.602416992,-12.8916339874,-25.0918197632
1540580427613052706,-139.215560913,-14.3655548096,-30.5158481598
1540580427653862448,-139.198608398,-15.3824892044,-34.997833252
1540580427694804777,-139.298553467,-16.3619556427,-39.5710067749
1540580427739794850,-139.456420898,-16.8077659607,-44.2279968262
1540580427781504038,-139.28137207,-17.1723194122,-47.796661377
1540580427825773025,-138.772659302,-17.4895706177,-50.9783363342
1540580427866713858,-138.202987671,-17.1569385529,-52.9516906738
1540580427907899643,-138.142089844,-16.416683197,-54.9544334412
1540580427953326150,-138.045257568,-15.6215715408,-56.9464035034
1540580427993837468,-137.604156494,-15.0190067291,-59.1727256775
1540580428035009580,-137.463272095,-14.5561094284,-60.8971862793
1540580428079747111,-137.253311157,-14.1510515213,-62.3981132507
1540580428120710804,-136.77885437,-13.7845420837,-63.6752319336
1540580428161986352,-136.870330811,-13.1360054016,-65.1020965576
1540580428206528376,-137.387664795,-12.4829807281,-66.0320968628
1540580428247609012,-137.720489502,-11.9918613434,-66.7829437256
1540580428292714555,-137.978546143,-11.6269645691,-67.3871536255
1540580428334665766,-138.250640869,-11.4212198257,-67.7961883545
1540580428375095346,-138.654632568,-11.3638086319,-67.7170715332
1540580428420059608,-138.845581055,-11.3459033966,-66.964553833
1540580428461189053,-139.924957275,-11.1995124817,-65.4541854858
1540580428501769657,-141.089752197,-11.3651895523,-63.1324806213
1540580428546700851,-142.75831604,-11.9017333984,-57.9557495117
1540580428588470211,-144.74937439,-12.6211585999,-53.121219635
1540580428628322005,-146.484573364,-12.5952062607,-45.7249488831
1540580428674364509,-148.580078125,-13.594991684,-38.8325958252
1540580428715138006,-150.223129272,-12.8664197922,-32.8008422852
1540580428760674248,-152.234436035,-12.7420949936,-25.4104785919
1540580428800949575,-152.927185059,-12.046245575,-20.9182987213
1540580428841789663,-154.105361938,-10.8299884796,-15.671500206
1540580428886827666,-154.467483521,-9.65716457367,-11.2111740112
1540580428930669926,-154.627532959,-7.45603752136,-4.97126340866
1540580428968545960,-154.409973145,-6.57772016525,-1.27988028526
1540580429013702830,-153.836990356,-5.34982585907,2.40094637871
1540580429054297671,-153.674484253,-5.15690279007,6.75135946274
1540580429099471875,-153.129272461,-4.44184923172,11.6291122437
1540580429140357380,-153.479354858,-3.74198317528,15.0283231735
1540580429181417271,-153.719711304,-2.46669626236,17.8361568451
1540580429226808883,-153.592575073,-2.10146331787,21.6673946381
1540580429271965423,-152.754318237,-1.77047848701,26.7129669189
1540580429312419653,-151.696533203,-0.775475740433,30.5924377441
1540580429353404858,-150.364456177,0.200879439712,34.1820068359
1540580429398493993,-149.077804565,0.907689750195,37.4629020691
1540580429440270547,-147.870269775,1.6113036871,40.0135688782
1540580429484490574,-146.804092407,2.28172016144,41.7914390564
1540580429526026580,-145.828872681,2.92250156403,44.0554695129
1540580429566929976,-144.817626953,3.12936329842,46.3766555786
1540580429611777157,-143.699829102,3.42615962029,48.68957901
1540580429654608554,-142.727172852,3.79783439636,50.3879356384
1540580429693623507,-141.990097046,3.92253661156,52.174446106
1540580429738618962,-141.692123413,4.10198307037,54.0120697021
1540580429780337130,-141.527069092,4.54727315903,56.5642623901
1540580429820579295,-140.516204834,4.17648172379,59.9516716003
1540580429865431479,-139.404373169,3.47122001648,62.2739562988
1540580429912003776,-138.166717529,2.99453759193,63.9598274231
1540580429951931358,-137.044296265,2.61858844757,64.9010009766
1540580429992845154,-135.824584961,2.05842041969,65.8264160156
1540580430033678207,-135.023223877,1.93076312542,66.4135437012
1540580430078767160,-134.590942383,1.9996932745,66.9382019043
1540580430120184293,-133.789367676,1.97320103645,67.4711837769
1540580430163280369,-133.132553101,1.97201669216,67.7718887329
1540580430205353887,-132.754257202,1.97810196877,67.5338821411
1540580430247034380,-132.917053223,1.83330774307,66.4457321167
1540580430292320537,-132.759811401,1.88439238071,65.5551300049
1540580430332848199,-133.185897827,1.51432919502,63.7412376404
1540580430373833722,-133.43421936,1.11922395229,61.0745277405
1540580430418714844,-133.716415405,0.814842700958,58.446395874
1540580430459521835,-134.134765625,0.241449311376,55.1445426941
1540580430500433303,-135.312240601,-0.28622084856,50.2222175598
1540580430545257731,-138.158737183,-1.10341441631,40.3440818787
1540580430586153163,-139.821563721,-1.53282558918,30.425786972
1540580430628107503,-141.121292114,-2.45476508141,20.7451496124
1540580430672973223,-141.910049438,-4.70559167862,12.0838651657
1540580430713891622,-142.0965271,-7.9434132576,3.19239068031
1540580430758713771,-141.88835144,-9.73891544342,-3.28950119019
1540580430799671703,-141.804321289,-11.1589260101,-10.0984697342
1540580430840108420,-141.435592651,-12.0111169815,-17.5957050323
1540580430885435957,-140.77293396,-13.4792518616,-24.619348526
1540580430926436124,-139.261230469,-15.2867355347,-33.710018158
1540580430968114142,-138.379821777,-14.9442615509,-41.3022460938
1540580431012970425,-137.207748413,-14.5573806763,-48.1965103149
1540580431053198629,-136.211654663,-14.0073757172,-53.2313232422
1540580431098769457,-134.925827026,-13.2849674225,-58.3229980469
1540580431139701251,-134.11328125,-12.4084329605,-61.0585098267
1540580431180580725,-133.57232666,-12.2062044144,-62.7248382568
1540580431225504501,-133.46534729,-12.2197160721,-63.5812187195
1540580431266252061,-133.719726562,-12.325340271,-64.3292999268
1540580431307173586,-134.084869385,-12.4932889938,-64.7783889771
1540580431353317726,-134.313751221,-12.6630830765,-65.2847671509
1540580431394019486,-134.300476074,-12.8149671555,-65.6426467896
1540580431438339231,-134.248962402,-12.9473075867,-65.8689117432
1540580431479818580,-134.544616699,-13.1268596649,-65.7212677002
1540580431520164878,-135.247650146,-13.3991470337,-64.0645828247
1540580431565263202,-136.188049316,-14.0722522736,-60.9061584473
