rosbagTimestamp,layout,dim,data_offset,data
1540323517400179886,,[],0,"[271.77740478515625, 192.28652954101562, 84.40139770507812, 6.0, 18.0, 342.03521728515625, 0.0, 0.0, 0.0, 0.0]"
1540323517450203029,,[],0,"[271.76068115234375, 192.13336181640625, 84.52973175048828, 6.0, 18.0, 342.36676025390625, 0.0, 0.0, 0.0, 0.0]"
1540323517500086201,,[],0,"[271.75799560546875, 192.04164123535156, 85.14739227294922, 6.0, 18.0, 343.7698974609375, 0.0, 0.0, 0.0, 0.0]"
1540323517549915352,,[],0,"[271.7641906738281, 191.9618682861328, 85.33679962158203, 6.0, 18.0, 344.04083251953125, 0.0, 0.0, 0.0, 0.0]"
1540323517600009088,,[],0,"[271.76751708984375, 191.74562072753906, 85.47601318359375, 6.0, 18.0, 342.68072509765625, 0.0, 0.0, 0.0, 0.0]"
1540323517650758554,,[],0,"[271.7835998535156, 191.66311645507812, 85.16085052490234, 6.0, 18.0, 340.82196044921875, 0.0, 0.0, 0.0, 0.0]"
1540323517699838327,,[],0,"[271.83270263671875, 191.59194946289062, 84.85177612304688, 6.0, 18.0, 337.3521728515625, 0.0, 0.0, 0.0, 0.0]"
1540323517750513420,,[],0,"[271.8395690917969, 191.5911865234375, 84.65847778320312, 6.0, 18.0, 327.5480041503906, 0.0, 0.0, 0.0, 0.0]"
1540323517799838598,,[],0,"[271.8127136230469, 191.85890197753906, 84.68608093261719, 6.0, 18.0, 327.33135986328125, 0.0, 0.0, 0.0, 0.0]"
1540323517849930319,,[],0,"[271.8099060058594, 191.95184326171875, 85.2288589477539, 6.0, 18.0, 327.5512390136719, 0.0, 0.0, 0.0, 0.0]"
1540323517900215764,,[],0,"[271.8220520019531, 192.0059814453125, 85.25707244873047, 6.0, 18.0, 327.702392578125, 0.0, 0.0, 0.0, 0.0]"
1540323517950053643,,[],0,"[271.7807922363281, 191.9993133544922, 85.13003540039062, 6.0, 18.0, 327.3329162597656, 0.0, 0.0, 0.0, 0.0]"
1540323518000343272,,[],0,"[271.7455139160156, 191.93780517578125, 84.71792602539062, 6.0, 18.0, 327.516845703125, 0.0, 0.0, 0.0, 0.0]"
1540323518050274644,,[],0,"[271.8110046386719, 191.74685668945312, 84.55000305175781, 6.0, 18.0, 327.336181640625, 0.0, 0.0, 0.0, 0.0]"
1540323518100097266,,[],0,"[271.8867492675781, 191.64181518554688, 84.63583374023438, 6.0, 18.0, 325.4071350097656, 0.0, 0.0, 0.0, 0.0]"
1540323518150231407,,[],0,"[271.9474182128906, 191.58010864257812, 84.82032775878906, 6.0, 18.0, 322.0428161621094, 0.0, 0.0, 0.0, 0.0]"
1540323518200469609,,[],0,"[272.1042175292969, 191.59768676757812, 85.0330581665039, 6.0, 18.0, 314.2117004394531, 0.0, 0.0, 0.0, 0.0]"
1540323518250049572,,[],0,"[272.16180419921875, 191.6340789794922, 85.48554992675781, 6.0, 18.0, 307.6966857910156, 0.0, 0.0, 0.0, 0.0]"
1540323518299945600,,[],0,"[272.222412109375, 191.71229553222656, 85.34577941894531, 6.0, 18.0, 303.76947021484375, 0.0, 0.0, 0.0, 0.0]"
1540323518350471983,,[],0,"[272.224365234375, 191.7446746826172, 85.29969024658203, 6.0, 18.0, 297.411376953125, 0.0, 0.0, 0.0, 0.0]"
1540323518400694916,,[],0,"[272.1949157714844, 191.7396697998047, 85.28343200683594, 6.0, 18.0, 295.939208984375, 0.0, 0.0, 0.0, 0.0]"
1540323518449889719,,[],0,"[272.1150817871094, 191.7489013671875, 85.28067016601562, 6.0, 18.0, 299.0126037597656, 0.0, 0.0, 0.0, 0.0]"
1540323518499938420,,[],0,"[272.0743713378906, 191.76300048828125, 84.86116027832031, 6.0, 18.0, 301.1137390136719, 0.0, 0.0, 0.0, 0.0]"
1540323518550085873,,[],0,"[272.10650634765625, 191.84417724609375, 84.20217895507812, 6.0, 18.0, 312.7876892089844, 0.0, 0.0, 0.0, 0.0]"
1540323518601918254,,[],0,"[272.10400390625, 192.02145385742188, 84.0103759765625, 6.0, 18.0, 336.1712646484375, 0.0, 0.0, 0.0, 0.0]"
1540323518650225487,,[],0,"[272.1194763183594, 192.2674560546875, 83.48817443847656, 6.0, 18.0, 352.6819763183594, 0.0, 0.0, 0.0, 0.0]"
1540323518699983462,,[],0,"[272.1690368652344, 192.44619750976562, 83.20545196533203, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
1540323518749822502,,[],0,"[272.20697021484375, 192.52374267578125, 83.43370819091797, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
1540323518799806417,,[],0,"[272.2480773925781, 192.56063842773438, 83.4827880859375, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
1540323518849987895,,[],0,"[272.2643737792969, 192.47520446777344, 83.46705627441406, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
1540323518899912297,,[],0,"[272.35723876953125, 192.29751586914062, 83.44435119628906, 6.0, 18.0, 355.1609191894531, 0.0, 0.0, 0.0, 0.0]"
1540323518950099697,,[],0,"[272.4127502441406, 192.19407653808594, 83.84677124023438, 6.0, 18.0, 330.8435363769531, 0.0, 0.0, 0.0, 0.0]"
1540323519000046900,,[],0,"[272.5124206542969, 192.0184783935547, 83.57237243652344, 6.0, 18.0, 323.4059143066406, 0.0, 0.0, 0.0, 0.0]"
1540323519049977846,,[],0,"[272.7507629394531, 191.79852294921875, 83.26043701171875, 6.0, 18.0, 295.88421630859375, 0.0, 0.0, 0.0, 0.0]"
1540323519100652729,,[],0,"[272.8243408203125, 191.73582458496094, 83.10610961914062, 6.0, 18.0, 284.3212585449219, 0.0, 0.0, 0.0, 0.0]"
1540323519150071562,,[],0,"[272.979736328125, 191.89654541015625, 82.97406768798828, 6.0, 18.0, 279.09613037109375, 0.0, 0.0, 0.0, 0.0]"
1540323519200934779,,[],0,"[273.038818359375, 192.02130126953125, 82.65763092041016, 6.0, 18.0, 265.7717590332031, 0.0, 0.0, 0.0, 0.0]"
1540323519250349658,,[],0,"[273.1097717285156, 192.21759033203125, 82.31472778320312, 6.0, 18.0, 259.171630859375, 0.0, 0.0, 0.0, 0.0]"
1540323519299891144,,[],0,"[273.12298583984375, 192.2985382080078, 81.87245178222656, 6.0, 18.0, 246.79965209960938, 0.0, 0.0, 0.0, 0.0]"
1540323519350088348,,[],0,"[273.10986328125, 192.35879516601562, 81.47509002685547, 6.0, 18.0, 242.52333068847656, 0.0, 0.0, 0.0, 0.0]"
1540323519400078028,,[],0,"[273.01397705078125, 192.33758544921875, 80.59703826904297, 6.0, 18.0, 230.025390625, 0.0, 0.0, 0.0, 0.0]"
1540323519450129094,,[],0,"[272.9427490234375, 192.2893524169922, 80.14527893066406, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519499971620,,[],0,"[272.8431396484375, 192.17391967773438, 79.71926879882812, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519550134688,,[],0,"[272.83245849609375, 192.1457061767578, 78.67485046386719, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519599835082,,[],0,"[272.8272399902344, 192.18756103515625, 78.33099365234375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519650182666,,[],0,"[272.833984375, 192.23843383789062, 77.55907440185547, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519700148813,,[],0,"[272.8452453613281, 192.31387329101562, 77.31372833251953, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519750208326,,[],0,"[272.8661804199219, 192.5281982421875, 77.11726379394531, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519800974096,,[],0,"[272.87335205078125, 192.64808654785156, 77.16475677490234, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519849939965,,[],0,"[272.878173828125, 192.72720336914062, 76.98989868164062, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519899943548,,[],0,"[272.88348388671875, 192.7228240966797, 77.26862335205078, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519950451238,,[],0,"[272.89141845703125, 192.72933959960938, 77.64897155761719, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323519999736209,,[],0,"[272.8951416015625, 192.73092651367188, 78.28497314453125, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520050214210,,[],0,"[272.881103515625, 192.720947265625, 78.39382934570312, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520100103383,,[],0,"[272.88714599609375, 192.7358856201172, 78.28298950195312, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520150039994,,[],0,"[272.89459228515625, 192.7642364501953, 78.26348876953125, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520199984947,,[],0,"[272.9413757324219, 192.92347717285156, 77.79405212402344, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520249992747,,[],0,"[272.962158203125, 192.98641967773438, 76.63788604736328, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520300136624,,[],0,"[272.95916748046875, 193.09268188476562, 75.70753479003906, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520350547680,,[],0,"[273.010009765625, 193.60377502441406, 74.34114074707031, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520399875666,,[],0,"[273.02105712890625, 193.91970825195312, 73.80413055419922, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520450350068,,[],0,"[273.03448486328125, 194.76380920410156, 72.88951873779297, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520500521525,,[],0,"[273.05596923828125, 195.34230041503906, 72.41970825195312, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520550103405,,[],0,"[273.0616455078125, 195.8559112548828, 71.75370025634766, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520600932413,,[],0,"[273.0361328125, 197.46043395996094, 72.55181121826172, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520650424815,,[],0,"[273.00830078125, 198.13372802734375, 72.2751235961914, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520700042321,,[],0,"[272.9182434082031, 199.52256774902344, 73.00938415527344, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520750122843,,[],0,"[272.8742980957031, 200.279296875, 72.99774169921875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520800020392,,[],0,"[272.80242919921875, 201.62380981445312, 72.40987396240234, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520850297595,,[],0,"[272.78704833984375, 202.1632843017578, 72.42665100097656, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520899956939,,[],0,"[272.76568603515625, 202.83062744140625, 72.79711151123047, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323520950115920,,[],0,"[272.7147216796875, 203.87966918945312, 72.1771240234375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521000042196,,[],0,"[272.6654968261719, 204.25631713867188, 71.12480163574219, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521050269407,,[],0,"[272.5792236328125, 205.05801391601562, 71.08218383789062, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521099920253,,[],0,"[272.52593994140625, 205.45294189453125, 70.56863403320312, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521150445619,,[],0,"[272.4903259277344, 206.11398315429688, 70.18754577636719, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521199837723,,[],0,"[272.50201416015625, 206.50888061523438, 70.32308197021484, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521250008253,,[],0,"[272.4864196777344, 206.75596618652344, 70.45874786376953, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521300774256,,[],0,"[272.4432678222656, 207.1837921142578, 70.5377426147461, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521350272685,,[],0,"[272.4417419433594, 207.34133911132812, 71.49530029296875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521399937075,,[],0,"[272.52197265625, 207.54188537597656, 71.65607452392578, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521449813868,,[],0,"[272.5653381347656, 207.59909057617188, 71.33580017089844, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521500212261,,[],0,"[272.60772705078125, 207.74615478515625, 71.42511749267578, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521550195327,,[],0,"[272.59625244140625, 208.16671752929688, 72.15080261230469, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521599950066,,[],0,"[272.5689392089844, 208.38919067382812, 72.52632141113281, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521650007017,,[],0,"[272.47119140625, 208.95895385742188, 73.1092300415039, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521700190645,,[],0,"[272.44219970703125, 209.28402709960938, 73.94149780273438, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521749970993,,[],0,"[272.3872375488281, 210.17916870117188, 74.64422607421875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521799949208,,[],0,"[272.36322021484375, 210.62802124023438, 77.33650970458984, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521849871024,,[],0,"[272.3200378417969, 211.21116638183594, 79.32160949707031, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521899960348,,[],0,"[272.2861328125, 212.23260498046875, 83.43841552734375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521950008935,,[],0,"[272.3210144042969, 212.6882781982422, 85.55024719238281, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323521999778942,,[],0,"[272.4884338378906, 213.8512725830078, 88.86605834960938, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522050089215,,[],0,"[272.5798645019531, 214.5293426513672, 95.54690551757812, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522100125277,,[],0,"[272.67388916015625, 215.68310546875, 98.60768127441406, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522150160172,,[],0,"[272.6949462890625, 216.14181518554688, 105.93995666503906, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522200108488,,[],0,"[272.68524169921875, 216.74449157714844, 110.04093933105469, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522250725702,,[],0,"[272.643310546875, 217.58187866210938, 112.79327392578125, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522300211742,,[],0,"[272.66455078125, 217.87579345703125, 119.1888427734375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522350477057,,[],0,"[272.78363037109375, 218.50775146484375, 122.53987121582031, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522400262992,,[],0,"[272.79986572265625, 218.83554077148438, 128.94927978515625, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522449966069,,[],0,"[272.8143615722656, 219.0419464111328, 131.76986694335938, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522500004927,,[],0,"[272.9304504394531, 219.2579803466797, 138.0521240234375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522550339781,,[],0,"[272.9663391113281, 219.25567626953125, 141.3146514892578, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522600111885,,[],0,"[272.9990539550781, 218.98764038085938, 143.33676147460938, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522650228476,,[],0,"[273.006103515625, 218.76834106445312, 147.5534210205078, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522700136843,,[],0,"[273.04656982421875, 218.37884521484375, 150.02142333984375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522750116320,,[],0,"[273.05242919921875, 218.15652465820312, 153.64402770996094, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522800338404,,[],0,"[273.0844421386719, 217.89657592773438, 154.98663330078125, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522849942338,,[],0,"[273.2558898925781, 217.59701538085938, 159.44198608398438, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522900287829,,[],0,"[273.38287353515625, 217.455078125, 161.6407470703125, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323522950317632,,[],0,"[273.6931457519531, 217.09844970703125, 162.52166748046875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523000088809,,[],0,"[273.85601806640625, 216.9291229248047, 164.0233154296875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523049950641,,[],0,"[274.06488037109375, 216.72183227539062, 164.74343872070312, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523100188934,,[],0,"[274.1394348144531, 216.61599731445312, 166.386474609375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523151836807,,[],0,"[274.1788024902344, 216.52818298339844, 167.6122283935547, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523199974279,,[],0,"[274.258544921875, 216.39755249023438, 168.60171508789062, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523250027879,,[],0,"[274.29974365234375, 216.32960510253906, 170.276123046875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523300077508,,[],0,"[274.3409423828125, 216.08383178710938, 170.9588623046875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523350168071,,[],0,"[274.34619140625, 215.96087646484375, 171.047119140625, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523399927459,,[],0,"[274.36236572265625, 215.8444366455078, 171.09967041015625, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523451613845,,[],0,"[274.3511657714844, 215.73507690429688, 171.36709594726562, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523499934738,,[],0,"[274.34527587890625, 215.7232208251953, 171.251708984375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523550213332,,[],0,"[274.3232421875, 215.83731079101562, 171.2476806640625, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523599790764,,[],0,"[274.314697265625, 215.8935546875, 170.32249450683594, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523650057651,,[],0,"[274.3189392089844, 215.93328857421875, 169.3000030517578, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523700551060,,[],0,"[274.3256530761719, 215.9546356201172, 167.45941162109375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523749900635,,[],0,"[274.3320617675781, 216.00552368164062, 166.34088134765625, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523800144602,,[],0,"[274.33721923828125, 216.07171630859375, 164.72921752929688, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523850079663,,[],0,"[274.31134033203125, 216.07452392578125, 161.11935424804688, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523899955814,,[],0,"[274.215087890625, 216.0928955078125, 159.44183349609375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323523949939200,,[],0,"[274.1402587890625, 216.07492065429688, 155.04766845703125, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524000501061,,[],0,"[274.0596008300781, 216.06112670898438, 152.2181396484375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524050312599,,[],0,"[273.8677978515625, 216.09759521484375, 147.4647979736328, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524100243909,,[],0,"[273.7669982910156, 216.16184997558594, 145.56703186035156, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524150546109,,[],0,"[273.58990478515625, 215.81446838378906, 141.505615234375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524199960306,,[],0,"[273.47723388671875, 216.0322723388672, 136.52658081054688, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524249874865,,[],0,"[273.280517578125, 216.17105102539062, 133.89300537109375, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524299880791,,[],0,"[273.20941162109375, 216.31593322753906, 129.3129425048828, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524350008243,,[],0,"[273.12384033203125, 216.2736053466797, 125.91312408447266, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524400370986,,[],0,"[273.011962890625, 216.45828247070312, 123.39696502685547, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524450353130,,[],0,"[272.976806640625, 216.55836486816406, 119.26677703857422, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524500014036,,[],0,"[272.8902893066406, 216.89805603027344, 117.1776123046875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524550283743,,[],0,"[272.84173583984375, 217.0432586669922, 113.47665405273438, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524600205955,,[],0,"[272.8209228515625, 217.11819458007812, 111.9260025024414, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524650328048,,[],0,"[272.78961181640625, 217.13040161132812, 108.1015625, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524700365423,,[],0,"[272.7893371582031, 217.12527465820312, 106.00114440917969, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524749823977,,[],0,"[272.74505615234375, 217.10903930664062, 104.47830963134766, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524799821851,,[],0,"[272.70703125, 217.1260223388672, 101.26419067382812, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524849904335,,[],0,"[272.5572814941406, 217.0754852294922, 99.1930923461914, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524900307709,,[],0,"[272.4095764160156, 217.05787658691406, 95.57778930664062, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524949883395,,[],0,"[272.24285888671875, 216.95156860351562, 94.14125061035156, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323524999742972,,[],0,"[271.6866455078125, 216.2624053955078, 90.3464584350586, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323525049984362,,[],0,"[271.29107666015625, 215.79949951171875, 86.91451263427734, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323525101003885,,[],0,"[270.967041015625, 215.47970581054688, 84.65016174316406, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323525150676378,,[],0,"[270.05419921875, 214.6483917236328, 81.00028228759766, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323525199878970,,[],0,"[269.5361633300781, 214.08920288085938, 78.53857421875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323525250045666,,[],0,"[268.77093505859375, 213.47494506835938, 75.74298095703125, 6.0, 18.0, 233.2220458984375, 0.0, 0.0, 0.0, 0.0]"
1540323525300078455,,[],0,"[268.4971008300781, 213.07870483398438, 74.28450775146484, 6.0, 18.0, 256.32244873046875, 0.0, 0.0, 0.0, 0.0]"
1540323525349797106,,[],0,"[267.9454650878906, 212.66680908203125, 73.94709777832031, 6.0, 18.0, 288.90924072265625, 0.0, 0.0, 0.0, 0.0]"
1540323525400507140,,[],0,"[267.63922119140625, 212.4664764404297, 74.98910522460938, 6.0, 18.0, 302.2999572753906, 0.0, 0.0, 0.0, 0.0]"
1540323525450085280,,[],0,"[267.17156982421875, 212.22628784179688, 75.70321655273438, 6.0, 18.0, 313.94488525390625, 0.0, 0.0, 0.0, 0.0]"
1540323525500424596,,[],0,"[266.8653564453125, 212.4139404296875, 79.93620300292969, 6.0, 18.0, 329.80279541015625, 0.0, 0.0, 0.0, 0.0]"
1540323525550318116,,[],0,"[266.6390686035156, 212.36953735351562, 81.7294921875, 6.0, 18.0, 332.98651123046875, 0.0, 0.0, 0.0, 0.0]"
1540323525600167320,,[],0,"[266.2254638671875, 212.39566040039062, 83.03337097167969, 6.0, 18.0, 340.06524658203125, 0.0, 0.0, 0.0, 0.0]"
1540323525652130567,,[],0,"[266.00299072265625, 212.44178771972656, 85.49187469482422, 6.0, 18.0, 340.9935302734375, 0.0, 0.0, 0.0, 0.0]"
1540323525700154037,,[],0,"[265.50048828125, 212.1587677001953, 85.19718933105469, 6.0, 18.0, 339.9246826171875, 0.0, 0.0, 0.0, 0.0]"
1540323525750636442,,[],0,"[265.27423095703125, 212.0998077392578, 85.41644287109375, 6.0, 18.0, 343.16009521484375, 0.0, 0.0, 0.0, 0.0]"
1540323525799929987,,[],0,"[264.9884338378906, 212.11087036132812, 85.32675170898438, 6.0, 18.0, 342.8466796875, 0.0, 0.0, 0.0, 0.0]"
1540323525850686246,,[],0,"[264.5700988769531, 212.1717529296875, 84.836669921875, 6.0, 18.0, 346.2350158691406, 0.0, 0.0, 0.0, 0.0]"
1540323525900324727,,[],0,"[264.427734375, 212.20314025878906, 84.30278015136719, 6.0, 18.0, 347.80035400390625, 0.0, 0.0, 0.0, 0.0]"
1540323525949839564,,[],0,"[264.14654541015625, 212.54595947265625, 84.54356384277344, 6.0, 18.0, 347.78863525390625, 0.0, 0.0, 0.0, 0.0]"
1540323526000179504,,[],0,"[264.025146484375, 212.6559295654297, 84.67774963378906, 6.0, 18.0, 355.50897216796875, 0.0, 0.0, 0.0, 0.0]"
1540323526050109609,,[],0,"[263.666748046875, 212.78335571289062, 84.76531982421875, 6.0, 18.0, 357.1538391113281, 0.0, 0.0, 0.0, 0.0]"
1540323526100019404,,[],0,"[263.3935852050781, 212.81362915039062, 84.43019104003906, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
1540323526150091744,,[],0,"[263.1276550292969, 212.79507446289062, 84.22122955322266, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
1540323526199974259,,[],0,"[262.37042236328125, 212.58169555664062, 82.71224212646484, 6.0, 18.0, 360.0, 0.0, 0.0, 0.0, 0.0]"
