rosbagTimestamp,layout,dim,data_offset,data
1540323511750189628,,[],0,"[270.9244689941406, 190.0, 90.92732238769531, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323511800694675,,[],0,"[270.8901062011719, 190.0, 90.17948913574219, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323511850174288,,[],0,"[270.9315185546875, 190.0, 90.721435546875, 6.0, 18.0, 230.0, 0.0, 0.0, 0.0, 0.0]"
1540323511900885953,,[],0,"[270.94073486328125, 190.0, 91.25250244140625, 6.0, 18.0, 241.25279235839844, 0.0, 0.0, 0.0, 0.0]"
1540323511950312465,,[],0,"[270.94512939453125, 190.0, 91.21566772460938, 6.0, 18.0, 261.7725830078125, 0.0, 0.0, 0.0, 0.0]"
1540323511999939436,,[],0,"[270.9115295410156, 190.0, 90.59337615966797, 6.0, 18.0, 298.6844482421875, 0.0, 0.0, 0.0, 0.0]"
1540323512050017399,,[],0,"[270.9085998535156, 190.0, 90.22639465332031, 6.0, 18.0, 309.9418029785156, 0.0, 0.0, 0.0, 0.0]"
1540323512099882275,,[],0,"[270.9400329589844, 190.0, 90.191650390625, 6.0, 18.0, 320.0355224609375, 0.0, 0.0, 0.0, 0.0]"
1540323512150136740,,[],0,"[270.9574890136719, 190.0, 90.24646759033203, 6.0, 18.0, 329.0694274902344, 0.0, 0.0, 0.0, 0.0]"
1540323512199932694,,[],0,"[270.956298828125, 190.0, 90.17929077148438, 6.0, 18.0, 329.95257568359375, 0.0, 0.0, 0.0, 0.0]"
1540323512250055415,,[],0,"[270.89263916015625, 190.0, 90.02667236328125, 6.0, 18.0, 332.2926025390625, 0.0, 0.0, 0.0, 0.0]"
1540323512300302340,,[],0,"[270.8714904785156, 190.03445434570312, 89.99125671386719, 6.0, 18.0, 333.6634521484375, 0.0, 0.0, 0.0, 0.0]"
1540323512350081382,,[],0,"[270.85455322265625, 190.15916442871094, 90.03012084960938, 6.0, 18.0, 335.7535705566406, 0.0, 0.0, 0.0, 0.0]"
1540323512400411979,,[],0,"[270.8481750488281, 190.22576904296875, 90.14564514160156, 6.0, 18.0, 336.51904296875, 0.0, 0.0, 0.0, 0.0]"
1540323512450100825,,[],0,"[270.86517333984375, 190.2924346923828, 90.16326904296875, 6.0, 18.0, 337.7079162597656, 0.0, 0.0, 0.0, 0.0]"
1540323512499962587,,[],0,"[270.86724853515625, 190.305908203125, 90.0469741821289, 6.0, 18.0, 339.65692138671875, 0.0, 0.0, 0.0, 0.0]"
1540323512549934884,,[],0,"[270.8712158203125, 190.3100128173828, 89.85359954833984, 6.0, 18.0, 340.3513488769531, 0.0, 0.0, 0.0, 0.0]"
1540323512600573651,,[],0,"[270.8851013183594, 190.35696411132812, 89.5845718383789, 6.0, 18.0, 340.85479736328125, 0.0, 0.0, 0.0, 0.0]"
1540323512650962634,,[],0,"[270.8923034667969, 190.39869689941406, 89.60847473144531, 6.0, 18.0, 341.0476989746094, 0.0, 0.0, 0.0, 0.0]"
1540323512699909118,,[],0,"[270.8618469238281, 190.45809936523438, 89.575439453125, 6.0, 18.0, 340.979248046875, 0.0, 0.0, 0.0, 0.0]"
1540323512750057937,,[],0,"[270.83758544921875, 190.47772216796875, 89.54194641113281, 6.0, 18.0, 341.2747497558594, 0.0, 0.0, 0.0, 0.0]"
1540323512799861890,,[],0,"[270.8199462890625, 190.49017333984375, 89.48521423339844, 6.0, 18.0, 341.28729248046875, 0.0, 0.0, 0.0, 0.0]"
1540323512850053630,,[],0,"[270.8202209472656, 190.4910125732422, 89.39372253417969, 6.0, 18.0, 341.7770690917969, 0.0, 0.0, 0.0, 0.0]"
1540323512900617280,,[],0,"[270.8238220214844, 190.50869750976562, 89.43081665039062, 6.0, 18.0, 341.8277587890625, 0.0, 0.0, 0.0, 0.0]"
1540323512950259834,,[],0,"[270.85162353515625, 190.5399627685547, 89.40742492675781, 6.0, 18.0, 341.7974548339844, 0.0, 0.0, 0.0, 0.0]"
1540323513000054351,,[],0,"[270.8619689941406, 190.56199645996094, 89.45677185058594, 6.0, 18.0, 341.8086242675781, 0.0, 0.0, 0.0, 0.0]"
1540323513050142936,,[],0,"[270.8694152832031, 190.57809448242188, 89.43096923828125, 6.0, 18.0, 341.92572021484375, 0.0, 0.0, 0.0, 0.0]"
1540323513100178362,,[],0,"[270.88238525390625, 190.59764099121094, 89.39370727539062, 6.0, 18.0, 342.0577392578125, 0.0, 0.0, 0.0, 0.0]"
1540323513150045121,,[],0,"[270.91424560546875, 190.61415100097656, 89.41000366210938, 6.0, 18.0, 342.2939453125, 0.0, 0.0, 0.0, 0.0]"
1540323513199756090,,[],0,"[270.9659423828125, 190.62144470214844, 89.4315185546875, 6.0, 18.0, 342.1409606933594, 0.0, 0.0, 0.0, 0.0]"
1540323513250029468,,[],0,"[271.0018005371094, 190.61441040039062, 89.40965270996094, 6.0, 18.0, 342.1497802734375, 0.0, 0.0, 0.0, 0.0]"
1540323513300007059,,[],0,"[271.06878662109375, 190.6058807373047, 89.38895416259766, 6.0, 18.0, 342.34967041015625, 0.0, 0.0, 0.0, 0.0]"
1540323513350229446,,[],0,"[271.0619812011719, 190.6237030029297, 89.42143249511719, 6.0, 18.0, 342.171630859375, 0.0, 0.0, 0.0, 0.0]"
1540323513399942853,,[],0,"[271.010498046875, 190.72036743164062, 89.4599380493164, 6.0, 18.0, 342.64501953125, 0.0, 0.0, 0.0, 0.0]"
1540323513450089144,,[],0,"[270.978515625, 190.7755584716797, 89.39085388183594, 6.0, 18.0, 343.5020751953125, 0.0, 0.0, 0.0, 0.0]"
1540323513499837788,,[],0,"[270.9613037109375, 190.81332397460938, 89.38455963134766, 6.0, 18.0, 343.2431945800781, 0.0, 0.0, 0.0, 0.0]"
1540323513549935962,,[],0,"[270.964599609375, 190.8536834716797, 89.50526428222656, 6.0, 18.0, 343.31329345703125, 0.0, 0.0, 0.0, 0.0]"
1540323513600028978,,[],0,"[270.9831237792969, 190.85540771484375, 89.58007049560547, 6.0, 18.0, 343.157958984375, 0.0, 0.0, 0.0, 0.0]"
1540323513650436532,,[],0,"[271.0404052734375, 190.8922576904297, 89.67036437988281, 6.0, 18.0, 343.61016845703125, 0.0, 0.0, 0.0, 0.0]"
1540323513700534580,,[],0,"[271.0727233886719, 190.9009552001953, 89.84088134765625, 6.0, 18.0, 343.79071044921875, 0.0, 0.0, 0.0, 0.0]"
1540323513750481644,,[],0,"[271.1771240234375, 190.90174865722656, 89.879150390625, 6.0, 18.0, 344.77203369140625, 0.0, 0.0, 0.0, 0.0]"
1540323513800210670,,[],0,"[271.2257385253906, 190.86630249023438, 89.76795959472656, 6.0, 18.0, 345.2703857421875, 0.0, 0.0, 0.0, 0.0]"
1540323513850747644,,[],0,"[271.2509765625, 190.85195922851562, 89.75750732421875, 6.0, 18.0, 345.23974609375, 0.0, 0.0, 0.0, 0.0]"
1540323513900148812,,[],0,"[271.2588806152344, 190.82394409179688, 89.66780090332031, 6.0, 18.0, 345.55560302734375, 0.0, 0.0, 0.0, 0.0]"
1540323513950122499,,[],0,"[271.2594299316406, 190.8249969482422, 89.58721160888672, 6.0, 18.0, 345.1620178222656, 0.0, 0.0, 0.0, 0.0]"
1540323513999966141,,[],0,"[271.3019104003906, 190.81492614746094, 89.52497863769531, 6.0, 18.0, 344.9396057128906, 0.0, 0.0, 0.0, 0.0]"
1540323514049809984,,[],0,"[271.3516540527344, 190.79673767089844, 89.39697265625, 6.0, 18.0, 344.2197570800781, 0.0, 0.0, 0.0, 0.0]"
1540323514100088210,,[],0,"[271.43310546875, 190.7621307373047, 89.3744888305664, 6.0, 18.0, 344.1372375488281, 0.0, 0.0, 0.0, 0.0]"
1540323514150490638,,[],0,"[271.5699157714844, 190.7855987548828, 89.45137023925781, 6.0, 18.0, 343.7356872558594, 0.0, 0.0, 0.0, 0.0]"
1540323514200458368,,[],0,"[271.61236572265625, 190.836669921875, 89.59477996826172, 6.0, 18.0, 344.04461669921875, 0.0, 0.0, 0.0, 0.0]"
1540323514250076587,,[],0,"[271.66778564453125, 191.0710906982422, 89.68498229980469, 6.0, 18.0, 344.4691467285156, 0.0, 0.0, 0.0, 0.0]"
1540323514300279465,,[],0,"[271.6642150878906, 191.1958465576172, 89.7027587890625, 6.0, 18.0, 344.3724365234375, 0.0, 0.0, 0.0, 0.0]"
1540323514350100588,,[],0,"[271.64422607421875, 191.2657928466797, 89.55796813964844, 6.0, 18.0, 343.7753601074219, 0.0, 0.0, 0.0, 0.0]"
1540323514399743851,,[],0,"[271.5800476074219, 191.3573760986328, 89.33030700683594, 6.0, 18.0, 343.428466796875, 0.0, 0.0, 0.0, 0.0]"
1540323514450691973,,[],0,"[271.546630859375, 191.33245849609375, 89.05563354492188, 6.0, 18.0, 342.224365234375, 0.0, 0.0, 0.0, 0.0]"
1540323514499998016,,[],0,"[271.57330322265625, 191.3461456298828, 88.86412048339844, 6.0, 18.0, 330.9179382324219, 0.0, 0.0, 0.0, 0.0]"
1540323514550922226,,[],0,"[271.5909118652344, 191.38760375976562, 88.52803039550781, 6.0, 18.0, 327.08203125, 0.0, 0.0, 0.0, 0.0]"
1540323514599894801,,[],0,"[271.6631164550781, 191.4209442138672, 88.50106811523438, 6.0, 18.0, 324.30096435546875, 0.0, 0.0, 0.0, 0.0]"
1540323514649788321,,[],0,"[271.707275390625, 191.3766632080078, 88.58248901367188, 6.0, 18.0, 318.6547546386719, 0.0, 0.0, 0.0, 0.0]"
1540323514700056080,,[],0,"[271.75823974609375, 191.34320068359375, 88.53323364257812, 6.0, 18.0, 315.4315490722656, 0.0, 0.0, 0.0, 0.0]"
1540323514749888103,,[],0,"[271.7502136230469, 191.32444763183594, 87.97036743164062, 6.0, 18.0, 303.2723693847656, 0.0, 0.0, 0.0, 0.0]"
1540323514800213203,,[],0,"[271.7477111816406, 191.35873413085938, 87.56831359863281, 6.0, 18.0, 295.65863037109375, 0.0, 0.0, 0.0, 0.0]"
1540323514850030661,,[],0,"[271.71539306640625, 191.38601684570312, 87.3038330078125, 6.0, 18.0, 287.3163757324219, 0.0, 0.0, 0.0, 0.0]"
1540323514899891779,,[],0,"[271.6919250488281, 191.422607421875, 87.10147094726562, 6.0, 18.0, 277.66314697265625, 0.0, 0.0, 0.0, 0.0]"
1540323514950185580,,[],0,"[271.6730651855469, 191.44761657714844, 87.05245208740234, 6.0, 18.0, 274.87298583984375, 0.0, 0.0, 0.0, 0.0]"
1540323514999955549,,[],0,"[271.6731872558594, 191.45265197753906, 87.04000854492188, 6.0, 18.0, 267.83148193359375, 0.0, 0.0, 0.0, 0.0]"
1540323515050259774,,[],0,"[271.7107849121094, 191.4785614013672, 86.80199432373047, 6.0, 18.0, 266.04534912109375, 0.0, 0.0, 0.0, 0.0]"
1540323515100057078,,[],0,"[271.7876892089844, 191.52362060546875, 86.3807373046875, 6.0, 18.0, 264.8643493652344, 0.0, 0.0, 0.0, 0.0]"
1540323515150364150,,[],0,"[271.8104553222656, 191.50616455078125, 85.8310317993164, 6.0, 18.0, 267.1321105957031, 0.0, 0.0, 0.0, 0.0]"
1540323515199817807,,[],0,"[271.8627624511719, 191.55470275878906, 85.45570373535156, 6.0, 18.0, 274.2069396972656, 0.0, 0.0, 0.0, 0.0]"
1540323515249945058,,[],0,"[271.9087829589844, 191.60874938964844, 85.41203308105469, 6.0, 18.0, 289.1453552246094, 0.0, 0.0, 0.0, 0.0]"
1540323515300210141,,[],0,"[271.9149169921875, 191.6044921875, 85.28437805175781, 6.0, 18.0, 293.14129638671875, 0.0, 0.0, 0.0, 0.0]"
1540323515350464534,,[],0,"[271.9114685058594, 191.5960235595703, 85.29273223876953, 6.0, 18.0, 302.2120361328125, 0.0, 0.0, 0.0, 0.0]"
1540323515399973811,,[],0,"[271.9346923828125, 191.59060668945312, 85.3442153930664, 6.0, 18.0, 303.3646545410156, 0.0, 0.0, 0.0, 0.0]"
1540323515450204660,,[],0,"[271.9728698730469, 191.6277618408203, 85.36872100830078, 6.0, 18.0, 304.8196716308594, 0.0, 0.0, 0.0, 0.0]"
1540323515500380446,,[],0,"[271.9803466796875, 191.64404296875, 85.62506103515625, 6.0, 18.0, 305.0791015625, 0.0, 0.0, 0.0, 0.0]"
1540323515550160067,,[],0,"[271.9986267089844, 191.69166564941406, 85.6324462890625, 6.0, 18.0, 306.6678466796875, 0.0, 0.0, 0.0, 0.0]"
1540323515599915416,,[],0,"[272.0041198730469, 191.71670532226562, 85.60948181152344, 6.0, 18.0, 310.43560791015625, 0.0, 0.0, 0.0, 0.0]"
1540323515650369119,,[],0,"[272.0387878417969, 191.75489807128906, 85.76280212402344, 6.0, 18.0, 312.70159912109375, 0.0, 0.0, 0.0, 0.0]"
1540323515700258643,,[],0,"[272.0796203613281, 191.7609100341797, 85.6661148071289, 6.0, 18.0, 318.5306396484375, 0.0, 0.0, 0.0, 0.0]"
1540323515750199216,,[],0,"[272.11328125, 191.7939453125, 85.65632629394531, 6.0, 18.0, 319.9200744628906, 0.0, 0.0, 0.0, 0.0]"
1540323515801256660,,[],0,"[272.12677001953125, 191.83831787109375, 85.64033508300781, 6.0, 18.0, 321.2381896972656, 0.0, 0.0, 0.0, 0.0]"
1540323515850365641,,[],0,"[272.1318359375, 191.873046875, 85.59385681152344, 6.0, 18.0, 323.4444274902344, 0.0, 0.0, 0.0, 0.0]"
1540323515900117275,,[],0,"[272.1221618652344, 191.9131622314453, 85.48106384277344, 6.0, 18.0, 323.85760498046875, 0.0, 0.0, 0.0, 0.0]"
1540323515950208315,,[],0,"[272.12322998046875, 191.91815185546875, 85.5401611328125, 6.0, 18.0, 325.16339111328125, 0.0, 0.0, 0.0, 0.0]"
1540323516000527704,,[],0,"[272.10406494140625, 191.9031219482422, 85.38487243652344, 6.0, 18.0, 325.6232604980469, 0.0, 0.0, 0.0, 0.0]"
1540323516050516888,,[],0,"[272.02685546875, 191.9546661376953, 84.38311767578125, 6.0, 18.0, 326.05279541015625, 0.0, 0.0, 0.0, 0.0]"
1540323516100400391,,[],0,"[272.03033447265625, 191.8951416015625, 83.69268798828125, 6.0, 18.0, 327.7816162109375, 0.0, 0.0, 0.0, 0.0]"
1540323516149958716,,[],0,"[271.8577880859375, 191.9165496826172, 83.26608276367188, 6.0, 18.0, 329.52838134765625, 0.0, 0.0, 0.0, 0.0]"
1540323516200629676,,[],0,"[271.79742431640625, 191.83563232421875, 82.94985961914062, 6.0, 18.0, 329.15130615234375, 0.0, 0.0, 0.0, 0.0]"
1540323516250176364,,[],0,"[271.720703125, 191.8050994873047, 82.70652770996094, 6.0, 18.0, 329.84619140625, 0.0, 0.0, 0.0, 0.0]"
1540323516300119999,,[],0,"[271.8333740234375, 191.9364013671875, 83.36207580566406, 6.0, 18.0, 325.7986755371094, 0.0, 0.0, 0.0, 0.0]"
1540323516350449478,,[],0,"[271.8100280761719, 191.90501403808594, 83.27005004882812, 6.0, 18.0, 326.75408935546875, 0.0, 0.0, 0.0, 0.0]"
1540323516400135866,,[],0,"[271.7774963378906, 192.06295776367188, 83.86932373046875, 6.0, 18.0, 327.3236999511719, 0.0, 0.0, 0.0, 0.0]"
1540323516450115785,,[],0,"[271.69708251953125, 192.03375244140625, 83.47804260253906, 6.0, 18.0, 328.5665283203125, 0.0, 0.0, 0.0, 0.0]"
1540323516505488317,,[],0,"[271.6824951171875, 192.09950256347656, 83.5855712890625, 6.0, 18.0, 328.3693542480469, 0.0, 0.0, 0.0, 0.0]"
1540323516550194785,,[],0,"[271.6430358886719, 192.16244506835938, 83.60997009277344, 6.0, 18.0, 326.8702087402344, 0.0, 0.0, 0.0, 0.0]"
1540323516600010876,,[],0,"[271.6213684082031, 192.21212768554688, 83.76419830322266, 6.0, 18.0, 328.3501281738281, 0.0, 0.0, 0.0, 0.0]"
1540323516650497716,,[],0,"[271.5946044921875, 192.23324584960938, 83.87733459472656, 6.0, 18.0, 333.91778564453125, 0.0, 0.0, 0.0, 0.0]"
1540323516700409099,,[],0,"[271.5975341796875, 192.23150634765625, 83.8729248046875, 6.0, 18.0, 336.5513000488281, 0.0, 0.0, 0.0, 0.0]"
1540323516749802812,,[],0,"[271.66021728515625, 192.28421020507812, 83.89564514160156, 6.0, 18.0, 337.65069580078125, 0.0, 0.0, 0.0, 0.0]"
1540323516800600813,,[],0,"[271.6774597167969, 192.32479858398438, 83.86760711669922, 6.0, 18.0, 337.76068115234375, 0.0, 0.0, 0.0, 0.0]"
1540323516849812551,,[],0,"[271.6523132324219, 192.40048217773438, 83.87593841552734, 6.0, 18.0, 338.1546936035156, 0.0, 0.0, 0.0, 0.0]"
1540323516900093188,,[],0,"[271.63348388671875, 192.41383361816406, 83.8196029663086, 6.0, 18.0, 339.5987548828125, 0.0, 0.0, 0.0, 0.0]"
1540323516950544446,,[],0,"[271.6416320800781, 192.45745849609375, 83.79879760742188, 6.0, 18.0, 340.02655029296875, 0.0, 0.0, 0.0, 0.0]"
1540323517000578085,,[],0,"[271.66802978515625, 192.5195770263672, 83.81500244140625, 6.0, 18.0, 339.85986328125, 0.0, 0.0, 0.0, 0.0]"
1540323517050118864,,[],0,"[271.67706298828125, 192.5556182861328, 83.91651153564453, 6.0, 18.0, 339.9245910644531, 0.0, 0.0, 0.0, 0.0]"
1540323517100052429,,[],0,"[271.67138671875, 192.5988006591797, 84.06219482421875, 6.0, 18.0, 339.7608337402344, 0.0, 0.0, 0.0, 0.0]"
1540323517149731022,,[],0,"[271.6783142089844, 192.60025024414062, 84.25931549072266, 6.0, 18.0, 340.04302978515625, 0.0, 0.0, 0.0, 0.0]"
1540323517200501527,,[],0,"[271.686279296875, 192.5821533203125, 84.32121276855469, 6.0, 18.0, 340.39459228515625, 0.0, 0.0, 0.0, 0.0]"
1540323517249882227,,[],0,"[271.7124328613281, 192.51150512695312, 84.22731018066406, 6.0, 18.0, 341.2077941894531, 0.0, 0.0, 0.0, 0.0]"
1540323517300002341,,[],0,"[271.73565673828125, 192.47219848632812, 84.22974395751953, 6.0, 18.0, 341.3611755371094, 0.0, 0.0, 0.0, 0.0]"
1540323517349869413,,[],0,"[271.778564453125, 192.35079956054688, 84.17317199707031, 6.0, 18.0, 341.3744201660156, 0.0, 0.0, 0.0, 0.0]"
