rosbagTimestamp,data
1582508433478872143,488
1582508433499331006,495
1582508433523259818,501
1582508433546460963,498
1582508433569521268,478
1582508433592300720,482
1582508433613618925,486
1582508433636864593,487
1582508433660342203,479
1582508433682331029,501
1582508433704218061,472
1582508433728623776,484
1582508433750550477,484
1582508433774338014,496
1582508433796363157,481
1582508433818930099,473
1582508433841871070,481
1582508433864518822,492
1582508433887261271,509
1582508433910266981,483
1582508433934098571,483
1582508433962110364,495
1582508433979006641,484
1582508434001546628,488
1582508434023597831,492
1582508434046517733,482
1582508434068890240,491
1582508434092012168,488
1582508434114734756,494
1582508434137842797,500
1582508434161510505,503
1582508434182658445,480
1582508434205334790,465
1582508434228315320,479
1582508434250766802,495
1582508434273624106,492
1582508434297078983,492
1582508434320215525,489
1582508434343454543,484
1582508434366605717,486
1582508434389078498,488
1582508434413044256,476
1582508434434290891,494
1582508434457885250,497
1582508434480317503,483
1582508434502803452,491
1582508434526238111,471
1582508434548815274,473
1582508434570677266,481
1582508434593620270,485
1582508434617229456,482
1582508434640313301,502
1582508434662277511,499
1582508434685271449,480
1582508434707196341,491
1582508434729758610,496
1582508434752552430,497
1582508434774108893,501
1582508434797044033,500
1582508434821104649,493
1582508434845033387,492
1582508434867241509,489
1582508434890794792,468
1582508434912869625,496
1582508434936379766,472
1582508434957547512,486
1582508434981454399,479
1582508435004559571,489
1582508435026597991,487
1582508435049842718,492
1582508435071205784,490
1582508435095235097,494
1582508435117827726,497
1582508435140928163,497
1582508435161921461,494
1582508435186428709,488
1582508435209343632,496
1582508435232241829,487
1582508435253856374,482
1582508435277404827,490
1582508435300056195,495
1582508435324410258,476
1582508435344655780,479
1582508435368790393,486
1582508435390735914,493
1582508435416163781,489
1582508435436483948,498
1582508435459194861,494
1582508435480950550,495
1582508435503694343,487
1582508435527184671,481
1582508435549276784,505
1582508435572532494,492
1582508435595745840,492
1582508435619028878,500
1582508435642309146,490
1582508435663677990,492
1582508435686049342,500
1582508435709317555,490
1582508435733078662,476
1582508435755708601,485
1582508435778111850,486
1582508435800868894,489
1582508435823642423,475
1582508435846554767,492
1582508435868609782,497
1582508435891298569,493
1582508435914775870,482
1582508435937094011,494
1582508435959567147,517
1582508435982738742,497
1582508436005059181,500
1582508436028266651,476
1582508436050937740,475
1582508436074620749,480
1582508436095937899,490
1582508436120112851,518
1582508436142348675,538
1582508436167682085,554
1582508436188444584,552
1582508436210134126,578
1582508436233378135,595
1582508436256490732,614
1582508436280187009,618
1582508436301400494,612
1582508436324853606,604
1582508436348402904,615
1582508436368733190,619
1582508436392929748,658
1582508436415444530,685
1582508436438015887,737
1582508436460945313,782
1582508436483680185,834
1582508436506083563,889
1582508436529515994,932
1582508436552500861,936
1582508436573862211,961
1582508436597451884,965
1582508436620907560,966
1582508436643427231,971
1582508436665726616,975
1582508436688442110,986
1582508436711976175,982
1582508436735846680,979
1582508436755919919,982
1582508436779845109,983
1582508436802774127,985
1582508436827317477,993
1582508436848371353,989
1582508436871909763,982
1582508436894593153,982
1582508436917278745,981
1582508436939922168,990
1582508436961430328,990
1582508436985939247,964
1582508437007480707,976
1582508437030887055,980
1582508437053523991,991
1582508437077204033,987
1582508437098305203,975
1582508437122665460,978
1582508437144668781,1000
1582508437166590948,985
1582508437190496681,997
1582508437212358317,997
1582508437236631710,992
1582508437256989196,1000
1582508437280173617,1010
1582508437303336810,991
1582508437326666025,998
1582508437349496514,1004
1582508437372639509,1011
1582508437393988482,1011
1582508437418130708,1010
1582508437440939327,1010
1582508437462091765,1010
1582508437485445535,1003
1582508437508184336,1004
1582508437532547307,1010
1582508437554520758,1018
1582508437576943205,1008
1582508437599827949,1022
1582508437623080850,1028
1582508437645258416,1012
1582508437668205041,1013
1582508437690955113,1015
1582508437713382451,1024
1582508437737171103,1032
1582508437762186228,1024
1582508437782030193,1016
1582508437805942010,1030
1582508437829136363,1029
1582508437851370326,1021
1582508437873645921,1022
1582508437895674578,1021
1582508437918657571,1025
1582508437941779768,1028
1582508437964633567,1027
1582508437986391076,1039
1582508438009323990,1031
1582508438033007877,1029
1582508438055860008,1043
1582508438078407871,1036
1582508438100146097,1043
1582508438124305787,1039
1582508438146915189,1036
1582508438168934568,1029
1582508438192064998,1033
1582508438215203457,1012
1582508438237520567,1032
1582508438260892478,1011
1582508438282174132,1007
1582508438306523455,1027
1582508438329691166,1015
1582508438351494091,1009
1582508438373635741,1008
1582508438396323568,1002
1582508438419355271,1016
1582508438442342701,1016
1582508438464906242,1005
1582508438487174061,1003
1582508438511596188,993
1582508438533673199,1005
1582508438556725383,1001
1582508438578808899,994
1582508438601584423,1004
1582508438625287397,1004
1582508438647478019,998
1582508438670464539,1021
1582508438692724634,1010
1582508438715935871,1021
1582508438739214156,1013
1582508438761761014,1001
1582508438783650232,1009
1582508438806933824,1010
1582508438830713978,998
1582508438853497908,1000
1582508438874639894,1003
1582508438897085313,1014
1582508438921334517,1028
1582508438944395021,1012
1582508438967633676,1006
1582508438988800473,998
1582508439011829327,994
1582508439034915154,1014
1582508439059045625,998
1582508439080462713,1004
1582508439103159249,1008
1582508439126206664,1004
1582508439148862242,1000
1582508439170826481,1000
1582508439193607984,1012
1582508439216854362,1004
1582508439239710680,1010
1582508439263349864,1008
1582508439284996710,1016
1582508439307454235,1016
1582508439330604678,1031
1582508439354651436,1015
1582508439375846358,1004
1582508439398770512,1028
1582508439421838457,1020
1582508439444697468,1011
1582508439467675050,1022
1582508439490577121,1030
1582508439512403159,1022
1582508439536576328,1022
1582508439558649568,1010
1582508439580088471,1030
1582508439602845978,1033
1582508439627559325,1018
1582508439649648852,1026
1582508439671735394,1010
1582508439695137259,1008
1582508439717188053,1023
1582508439740637870,1016
1582508439763661020,1007
1582508439785352874,1025
1582508439808593753,999
1582508439832635024,1010
1582508439855124925,994
1582508439876702767,1016
1582508439900339230,1020
1582508439923852121,1000
1582508439946193538,996
1582508439968812931,1010
1582508439990596103,1002
1582508440014086331,993
1582508440036348823,1001
1582508440060721249,1013
1582508440081696829,1005
1582508440104813612,993
1582508440128562879,1002
1582508440150740973,996
1582508440173734857,1005
1582508440196355131,1015
1582508440219314313,999
1582508440241055732,999
1582508440265081405,991
1582508440286522459,998
1582508440309322317,999
1582508440333017819,987
1582508440356172833,1001
1582508440377781541,988
1582508440401614893,1002
1582508440423764750,1002
1582508440447837659,1003
1582508440470768233,1003
1582508440492437498,993
1582508440514717937,1012
1582508440537756348,1006
1582508440560920841,992
1582508440582116319,998
1582508440604922412,991
1582508440628197134,1001
1582508440651949589,999
1582508440674872383,999
1582508440696693971,1023
1582508440719505637,1018
1582508440742783289,1018
1582508440766200503,1018
1582508440787712791,1022
1582508440810433656,1003
1582508440834056954,1011
1582508440857128091,1001
1582508440879201263,1012
1582508440901440624,1033
1582508440925348516,1036
1582508440947636408,1016
1582508440970178332,1019
1582508440994275186,1024
1582508441015670164,1008
1582508441038624423,1016
1582508441061432869,1019
1582508441084175880,1032
1582508441106716388,1036
1582508441130268404,1003
1582508441153274676,1006
1582508441177424571,1009
1582508441199058720,1025
1582508441222234942,999
1582508441243742372,999
1582508441266793401,999
1582508441290364065,983
1582508441310920102,984
1582508441335646384,990
1582508441357259212,1000
1582508441381160886,988
1582508441402955289,987
1582508441425824029,994
1582508441451016363,986
1582508441471743128,988
1582508441493606666,984
1582508441516292830,982
1582508441539508964,985
1582508441562380906,997
1582508441584528164,1001
1582508441607660700,986
1582508441631487834,994
1582508441654215783,994
1582508441676412144,988
1582508441698913768,993
1582508441722194999,989
1582508441745079311,997
1582508441767875701,997
1582508441789855760,994
1582508441812344011,985
1582508441835514985,997
1582508441858431157,986
1582508441882529887,988
1582508441903712241,995
1582508441927350062,990
1582508441950553875,987
1582508441972869798,983
1582508441994626080,981
1582508442018339351,975
1582508442040644503,986
1582508442063905213,994
1582508442085369978,994
1582508442109200500,986
1582508442132412446,986
1582508442155948286,1010
1582508442178749724,986
1582508442200447606,988
1582508442222686563,987
1582508442246674407,991
1582508442268928551,997
1582508442291662581,996
1582508442313443680,1013
1582508442337184218,995
1582508442359932668,995
1582508442382662054,995
1582508442404975308,990
1582508442426867187,994
1582508442450676038,1022
1582508442474264821,1008
1582508442495939291,1008
1582508442519097088,1004
1582508442541030654,1016
1582508442565440751,1002
1582508442587433253,1022
1582508442609884547,1010
1582508442632842184,997
1582508442656003888,1000
1582508442678454234,1015
1582508442700857608,995
1582508442723764001,1004
1582508442746868551,1008
1582508442769524006,1004
1582508442792003139,981
1582508442814013592,984
1582508442838349661,984
1582508442860539850,986
1582508442885374069,980
1582508442905387739,987
1582508442928715416,987
1582508442953715658,991
1582508442974242315,981
1582508442997211270,989
1582508443019740060,993
1582508443042236266,992
1582508443066076577,1000
1582508443088327980,988
1582508443110607173,992
1582508443135237548,995
1582508443156704534,988
1582508443180044379,983
1582508443201474057,981
1582508443224496313,993
1582508443247462852,983
1582508443271620356,983
1582508443293394868,988
1582508443315068062,984
1582508443339072718,980
1582508443362189555,991
1582508443385766089,981
1582508443407090746,993
1582508443429589597,993
1582508443453111185,990
1582508443475727130,993
1582508443498669331,978
1582508443520752708,986
1582508443544729378,995
1582508443566403052,988
1582508443590249207,1004
1582508443612392297,984
1582508443635965942,992
1582508443657931672,984
1582508443681305255,997
1582508443702878451,993
1582508443727555919,981
1582508443748558167,1000
1582508443772014471,992
1582508443793518474,990
1582508443817035135,994
1582508443839755551,1006
1582508443862788426,997
1582508443885251897,1001
1582508443908567590,1001
1582508443931310377,1012
1582508443954435667,1003
1582508443977281818,1005
1582508443998982571,997
1582508444022490341,1012
1582508444044542245,1016
1582508444067177793,1002
1582508444091260836,1006
1582508444113487059,1004
1582508444136490079,1005
1582508444159171722,999
1582508444182190892,1001
1582508444203510231,1009
1582508444226734966,1010
1582508444250436490,1002
1582508444272408344,999
1582508444295032256,1003
1582508444318622143,990
1582508444341747963,991
1582508444364123134,988
1582508444387670218,995
1582508444408382598,987
1582508444432405601,1000
1582508444456590365,994
1582508444477456235,1007
1582508444501477015,987
1582508444522839281,987
1582508444545844829,988
1582508444569327405,997
1582508444592873593,1000
1582508444613194645,987
1582508444637111212,994
1582508444661156626,1005
1582508444682952416,1002
1582508444704912577,1015
1582508444728313474,999
1582508444751115039,995
1582508444773668701,1002
1582508444795430958,999
1582508444819755201,991
1582508444842195539,1003
1582508444865080858,1003
1582508444887995505,1008
1582508444909404508,991
1582508444932160458,1001
1582508444955722041,1011
1582508444978883586,1000
1582508445000783082,1002
1582508445025197681,990
1582508445046352998,1002
1582508445070153105,995
1582508445094805054,1003
1582508445114702695,998
1582508445136677510,998
1582508445160598589,1006
1582508445183284801,994
1582508445206776535,998
1582508445228440822,1011
1582508445252550320,1007
1582508445276451794,1005
1582508445298138603,1010
1582508445320114135,997
1582508445343216122,1004
1582508445366558057,1010
1582508445388571609,1011
1582508445410093064,1003
1582508445434566956,1013
1582508445457323744,1008
1582508445480045826,1005
1582508445503013912,1009
1582508445525127226,992
1582508445548804513,988
1582508445570149831,978
1582508445593525763,971
1582508445615633344,954
1582508445637956259,934
1582508445662164483,924
1582508445684082707,892
1582508445705808884,878
1582508445728567521,903
1582508445752057541,871
1582508445775238102,849
1582508445798256744,823
1582508445821881245,832
1582508445843922247,802
1582508445866682438,782
1582508445888724586,762
1582508445910533669,765
1582508445933895187,745
1582508445956807754,730
1582508445979873413,727
1582508446003827218,739
1582508446026603134,719
1582508446049426331,698
1582508446071735350,695
1582508446094189935,705
1582508446116386009,691
1582508446138595988,686
1582508446161312093,671
1582508446184215864,667
1582508446207266737,658
1582508446230563778,654
1582508446255495632,653
1582508446276171993,657
1582508446298231898,645
1582508446320205883,645
1582508446343139945,643
1582508446367204658,643
1582508446389710888,639
1582508446412769351,643
1582508446435496379,663
1582508446458084132,689
1582508446480282366,762
1582508446503360883,870
1582508446525362544,1002
1582508446549002762,1108
1582508446571721971,1182
1582508446594387736,1233
1582508446617863347,1323
1582508446640246194,1393
1582508446664645839,1500
1582508446685142540,1542
1582508446708149991,1578
1582508446730181526,1594
1582508446753208085,1587
1582508446776320729,1571
1582508446799354484,1598
1582508446823477665,1583
1582508446845898253,1584
1582508446868058943,1564
1582508446890221593,1535
1582508446913170195,1497
1582508446936087069,1443
1582508446959372625,1375
1582508446981863624,1330
1582508447004160887,1266
1582508447026472702,1212
1582508447050441393,1150
1582508447073212145,1117
1582508447096598085,1065
1582508447118888632,1013
1582508447141116197,962
1582508447163905120,922
1582508447186291049,883
1582508447210225089,855
1582508447232057394,837
1582508447255005528,837
1582508447277888439,849
1582508447301513921,841
1582508447324999585,842
1582508447346939948,844
1582508447369055233,843
1582508447392503220,847
1582508447413705262,846
1582508447437020357,838
1582508447460203717,839
1582508447483256557,831
1582508447506403099,832
1582508447528720410,822
1582508447551373320,837
1582508447573013472,837
1582508447595935467,834
1582508447619150169,837
1582508447641322229,848
1582508447664482668,852
1582508447688234771,840
1582508447712083647,836
1582508447734113500,834
1582508447756656281,837
1582508447778772113,832
1582508447801707022,821
1582508447825234874,831
1582508447847492998,831
1582508447870420520,836
1582508447893180994,830
1582508447916302061,814
1582508447939020395,817
1582508447961618051,838
1582508447983679631,829
1582508448006120881,829
1582508448028482656,824
1582508448053325094,813
1582508448076384213,807
1582508448097649856,803
1582508448120177599,791
1582508448143099903,791
1582508448166561962,799
1582508448189008726,806
1582508448212399012,800
1582508448235746958,799
1582508448257914004,795
1582508448280650814,800
1582508448303448494,797
1582508448325615333,801
1582508448348684583,781
1582508448371130236,793
1582508448394457034,785
1582508448417811033,796
1582508448440735782,794
1582508448461632892,784
1582508448484865564,767
1582508448508227764,766
1582508448531017536,767
1582508448554602269,763
1582508448576873776,753
1582508448598205845,749
1582508448621615828,751
1582508448643708512,739
1582508448666709578,740
1582508448689305548,732
1582508448714711083,726
1582508448736135818,711
1582508448758148187,696
1582508448781097777,675
1582508448803461823,662
1582508448825564197,653
1582508448848693326,649
1582508448872090272,651
1582508448894925194,650
1582508448919293148,633
1582508448940753190,622
1582508448962877538,619
1582508448986061379,615
1582508449010472878,626
1582508449033237208,608
1582508449054079594,629
1582508449076084530,629
1582508449099672717,636
1582508449122675112,653
1582508449144818487,678
1582508449167377465,688
1582508449191561072,682
1582508449215237239,674
1582508449237780983,677
1582508449260284814,677
1582508449281557281,678
1582508449304613516,674
1582508449327220553,686
1582508449350228510,704
1582508449373056312,720
1582508449395831248,757
1582508449418939680,861
1582508449440485837,933
1582508449464568099,945
1582508449487202335,914
1582508449510593588,884
1582508449533831023,862
1582508449555536213,838
1582508449577380450,823
1582508449600811502,792
1582508449624314806,781
1582508449646196879,777
1582508449668245067,766
1582508449691552504,764
1582508449715564491,753
1582508449737969577,757
1582508449759410512,751
1582508449783511899,747
1582508449804961463,748
1582508449828418747,749
1582508449852011738,748
1582508449873925248,751
1582508449897698700,751
1582508449920360873,749
1582508449942837208,753
1582508449965524071,741
1582508449988990820,756
1582508450011346228,763
1582508450034502336,758
1582508450056615986,758
1582508450079482670,764
1582508450102219177,772
1582508450125601326,771
1582508450148966593,770
1582508450172040642,770
1582508450193666720,769
1582508450217696706,765
1582508450239530978,764
1582508450262136409,760
1582508450285268134,759
1582508450307235270,751
1582508450331223705,751
1582508450353680782,765
1582508450376870459,767
1582508450398499007,763
1582508450422697645,776
1582508450443401894,777
1582508450467583225,778
1582508450489477967,779
1582508450513007600,776
1582508450537509321,778
1582508450559107940,786
1582508450581218432,794
1582508450604328554,805
1582508450629581766,805
1582508450649649291,807
1582508450671738474,803
1582508450694581829,792
1582508450717812421,792
1582508450741296638,771
1582508450763354298,771
1582508450786338703,777
1582508450808259859,781
1582508450833271579,774
1582508450853573381,776
1582508450876937402,768
1582508450900649469,778
1582508450924337257,770
1582508450945986754,773
1582508450968556407,765
1582508450991106965,768
1582508451014176280,764
1582508451037161931,772
1582508451058486307,780
1582508451082404811,782
1582508451104547348,784
1582508451128971008,788
1582508451149612183,782
1582508451172750169,783
1582508451196751540,786
1582508451219533897,785
1582508451244352484,779
1582508451263624011,791
1582508451287290247,793
1582508451308949330,801
1582508451333644236,805
1582508451355354666,808
1582508451377500843,812
1582508451401096384,812
1582508451424093721,804
1582508451447480831,796
1582508451469265961,785
1582508451491470876,784
1582508451514286224,781
1582508451538338544,776
1582508451559547360,774
1582508451583586055,773
1582508451606565377,770
1582508451629298646,771
1582508451650535309,771
1582508451673996172,765
1582508451697552006,769
1582508451719959471,761
1582508451742287582,765
1582508451765265893,761
1582508451788652156,769
1582508451810948566,769
1582508451834232265,772
1582508451856569022,772
1582508451878939884,772
1582508451902324624,773
1582508451925248461,767
1582508451948180509,762
1582508451969683359,762
1582508451994181699,760
1582508452016050233,768
1582508452038779460,768
1582508452061688814,775
1582508452084254315,769
1582508452106760109,769
1582508452130094041,765
1582508452151961150,768
1582508452175314977,770
1582508452197892755,769
1582508452221103209,771
1582508452243336118,768
1582508452265834352,764
1582508452289041445,765
1582508452311641039,767
1582508452335335276,766
1582508452356948143,772
1582508452380838599,767
1582508452402611143,766
1582508452426765806,769
1582508452449683025,766
1582508452470912722,764
1582508452494043600,762
1582508452516284755,762
1582508452539761767,767
1582508452561286464,768
1582508452584997990,764
1582508452607719500,763
1582508452630482297,767
1582508452652596164,765
1582508452675578500,766
1582508452699639934,766
1582508452722700803,766
1582508452745363077,762
1582508452766396473,764
1582508452791013056,771
1582508452812537936,767
1582508452835190168,767
1582508452857997643,767
1582508452880843229,763
1582508452904371916,764
1582508452928323589,763
1582508452950603161,764
1582508452971323541,765
1582508452994900069,764
1582508453017859631,764
1582508453040905627,774
1582508453063090310,768
1582508453085973378,764
1582508453109636922,768
1582508453134162865,768
1582508453155724492,764
1582508453177075352,762
1582508453199957253,764
1582508453222723847,771
1582508453245791495,769
1582508453269449958,769
1582508453291422572,765
1582508453314173597,769
1582508453337078420,762
1582508453360267817,768
1582508453382310266,771
1582508453404781387,771
1582508453429207893,766
1582508453451460009,769
1582508453475273546,761
1582508453495841701,763
1582508453519179351,763
1582508453542030340,765
1582508453563940071,772
1582508453587334793,772
1582508453609809920,765
1582508453632681256,766
1582508453656837741,764
1582508453679504604,761
1582508453701015913,769
1582508453724530373,765
1582508453747719948,772
1582508453768717663,767
1582508453791680303,761
1582508453814887435,770
1582508453838100875,767
1582508453860186601,767
1582508453882733458,767
1582508453906683508,767
1582508453929277234,763
1582508453951483923,775
1582508453973561364,768
1582508453998731217,767
1582508454020669028,775
1582508454043612433,767
1582508454065598644,771
1582508454087581421,769
1582508454110920642,769
1582508454134677886,776
1582508454157235780,769
1582508454179888712,769
1582508454201755909,764
1582508454225358611,760
1582508454248531524,768
1582508454269898127,761
1582508454294234178,766
1582508454315677140,762
1582508454338767222,764
1582508454360507417,765
1582508454383748308,764
1582508454406911709,767
1582508454430560721,771
1582508454453329334,766
1582508454475032319,762
1582508454498077741,768
1582508454521480546,768
1582508454544496639,770
1582508454567475468,767
1582508454588177691,770
1582508454611750980,767
1582508454635122492,764
1582508454658319600,764
1582508454680532384,764
1582508454702771480,764
1582508454727059045,766
1582508454749385287,766
1582508454770634980,770
1582508454793487357,764
1582508454817576320,764
1582508454840101891,768
1582508454862924400,764
1582508454884893807,759
1582508454908587188,764
1582508454932120472,770
1582508454954213568,770
1582508454975755156,767
1582508454999480740,768
1582508455022529647,766
1582508455045240654,770
1582508455067026848,770
1582508455090302177,767
1582508455113336312,771
1582508455136501761,763
1582508455159293331,766
1582508455181112165,766
1582508455203571588,769
1582508455227186077,771
1582508455250224415,770
1582508455272114203,761
1582508455294478459,767
1582508455318045824,767
1582508455342100048,761
1582508455365308585,770
1582508455385598305,781
1582508455409059081,765
1582508455431609220,769
1582508455455155985,764
1582508455477163044,767
1582508455499464717,763
1582508455522642665,769
1582508455545797521,765
1582508455568310771,764
1582508455591208477,768
1582508455614781162,765
1582508455637579974,763
1582508455659872618,768
1582508455682551376,770
1582508455705305575,768
1582508455728281873,768
1582508455751615197,768
1582508455772582765,763
1582508455796036439,764
1582508455819268359,769
1582508455841754059,767
1582508455863744918,763
1582508455887576999,770
1582508455910772924,768
1582508455933391340,765
1582508455955252929,770
1582508455977809272,762
1582508456001011830,756
1582508456024259400,764
1582508456046810238,763
1582508456068842820,761
1582508456092646895,768
1582508456114845941,770
1582508456139609928,764
1582508456161266398,768
1582508456183522639,768
1582508456205442897,772
1582508456229852454,768
1582508456252789064,760
1582508456273475202,761
1582508456297544251,766
1582508456319179183,763
1582508456342689107,766
1582508456365842260,766
1582508456388647678,768
1582508456411720955,770
1582508456434730468,766
1582508456456163928,763
1582508456478432916,767
1582508456503008858,769
1582508456524512291,767
1582508456548675952,766
1582508456570118624,762
1582508456592646260,771
1582508456615868444,761
1582508456638789022,764
1582508456661614915,766
1582508456684250994,765
1582508456707858543,765
1582508456730405144,760
1582508456754275598,761
1582508456775409438,760
1582508456797849818,764
1582508456820365107,764
1582508456842818861,761
1582508456865810290,769
1582508456888731252,764
1582508456911094184,767
1582508456934387218,763
1582508456956856851,770
1582508456979633410,762
1582508457002304807,765
1582508457026018562,765
1582508457048717152,769
1582508457071307222,764
1582508457092842824,765
1582508457116132039,758
1582508457139010976,758
1582508457161985287,763
1582508457184193666,763
1582508457207513561,765
1582508457231283201,761
1582508457254309686,758
