Haptic Middle ,,,Haptic Thumb,,,Haptic Pointer,,,Object Placed,
rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data
1.58250319275753E+018,1041,,1.58250319275299E+018,-35,,1.58250319275524E+018,803,,1.58250329044423E+018,0
1.58250319277919E+018,1043,,1.58250319277522E+018,-36,,1.58250319277719E+018,797,,1.58250329054409E+018,0
1.58250319280098E+018,1040,,1.58250319279751E+018,-39,,1.58250319279923E+018,797,,1.58250329064416E+018,0
1.58250319282457E+018,1036,,1.58250319282038E+018,-40,,1.58250319282235E+018,808,,1.58250329074413E+018,0
1.58250319284756E+018,1032,,1.58250319284247E+018,-46,,1.58250319284495E+018,802,,1.58250329084403E+018,0
1.58250319286938E+018,1042,,1.58250319286559E+018,-39,,1.58250319286788E+018,811,,1.58250329094417E+018,0
1.58250319289334E+018,1042,,1.58250319288947E+018,-41,,1.58250319289133E+018,799,,1.5825032910443E+018,0
1.58250319291539E+018,1047,,1.58250319291165E+018,-42,,1.58250319291362E+018,808,,1.58250329114414E+018,0
1.58250319293857E+018,1073,,1.58250319293414E+018,-46,,1.58250319293638E+018,806,,1.58250329124415E+018,0
1.58250319296162E+018,1049,,1.58250319295753E+018,-38,,1.5825031929597E+018,804,,1.58250329134401E+018,0
1.58250319298409E+018,1052,,1.58250319298022E+018,-40,,1.58250319298194E+018,812,,1.58250329144438E+018,0
1.58250319300627E+018,1056,,1.58250319300251E+018,-35,,1.58250319300439E+018,812,,1.58250329154427E+018,0
1.58250319302918E+018,1068,,1.58250319302539E+018,-38,,1.58250319302723E+018,806,,1.58250329164418E+018,0
1.58250319305341E+018,1065,,1.58250319304909E+018,-45,,1.58250319305142E+018,807,,1.58250329174411E+018,0
1.58250319307513E+018,1055,,1.5825031930714E+018,-41,,1.58250319307321E+018,805,,1.5825032918441E+018,0
1.58250319309877E+018,1065,,1.58250319309292E+018,-42,,1.58250319309486E+018,803,,1.58250329265119E+018,0
1.5825031931206E+018,1052,,1.58250319311673E+018,-47,,1.58250319311865E+018,796,,1.58250329275097E+018,0
1.58250319314308E+018,1036,,1.58250319313921E+018,-40,,1.58250319314092E+018,804,,1.58250329285102E+018,0
1.58250319316565E+018,1050,,1.58250319316181E+018,-48,,1.58250319316387E+018,802,,1.58250329295103E+018,0
1.58250319318958E+018,1036,,1.58250319318541E+018,-41,,1.58250319318767E+018,803,,1.58250329305154E+018,0
1.58250319321126E+018,1044,,1.58250319320723E+018,-43,,1.58250319320964E+018,799,,1.58250329315097E+018,0
1.58250319323573E+018,1048,,1.58250319323054E+018,-42,,1.5825031932331E+018,800,,1.58250329325105E+018,0
1.58250319325807E+018,1049,,1.58250319325323E+018,-41,,1.58250319325596E+018,800,,1.58250329335146E+018,0
1.58250319328043E+018,1045,,1.58250319327626E+018,-46,,1.58250319327822E+018,800,,1.5825032934511E+018,0
1.58250319330126E+018,1052,,1.58250319329797E+018,-41,,1.58250319329955E+018,804,,1.58250329355139E+018,0
1.58250319332662E+018,1044,,1.5825031933223E+018,-41,,1.58250319332419E+018,803,,1.5825032936514E+018,0
1.58250319334862E+018,1039,,1.58250319334467E+018,-41,,1.58250319334643E+018,803,,1.58250329375175E+018,0
1.58250319337076E+018,1040,,1.58250319336715E+018,-43,,1.58250319336893E+018,798,,1.58250329385146E+018,0
1.58250319339406E+018,1051,,1.58250319339021E+018,-47,,1.58250319339175E+018,806,,1.58250329395186E+018,0
1.58250319341546E+018,1044,,1.58250319341227E+018,-39,,1.582503193414E+018,801,,1.58250329405148E+018,0
1.5825031934379E+018,1049,,1.58250319343463E+018,-42,,1.58250319343645E+018,809,,1.58250329415144E+018,0
1.58250319346051E+018,1045,,1.58250319345741E+018,-41,,1.58250319345908E+018,802,,1.58250329425122E+018,0
1.58250319348494E+018,1053,,1.58250319348118E+018,-49,,1.58250319348316E+018,801,,1.58250329435155E+018,0
1.58250319350661E+018,1057,,1.58250319350346E+018,-45,,1.58250319350501E+018,802,,1.58250329445186E+018,0
1.58250319352941E+018,1056,,1.58250319352587E+018,-43,,1.58250319352764E+018,804,,1.58250329455148E+018,0
1.58250319355283E+018,1071,,1.58250319354926E+018,-39,,1.58250319355105E+018,803,,1.58250329465154E+018,0
1.5825031935748E+018,1046,,1.58250319357158E+018,-38,,1.58250319357309E+018,805,,1.5825032947514E+018,0
1.58250319359763E+018,1051,,1.58250319359433E+018,-37,,1.58250319359597E+018,802,,1.58250329485119E+018,0
1.58250319362095E+018,1064,,1.5825031936169E+018,-37,,1.58250319361869E+018,806,,1.58250329495166E+018,0
1.58250319364445E+018,1042,,1.58250319364063E+018,-38,,1.58250319364222E+018,804,,1.58250329505176E+018,0
1.58250319366635E+018,1041,,1.58250319366274E+018,-46,,1.58250319366466E+018,805,,1.58250329515141E+018,0
1.58250319369059E+018,1034,,1.58250319368681E+018,-42,,1.58250319368863E+018,809,,1.58250329525124E+018,0
1.58250319371173E+018,1035,,1.58250319370854E+018,-34,,1.58250319371008E+018,805,,1.58250329535146E+018,0
1.58250319373523E+018,1061,,1.58250319373121E+018,-35,,1.58250319373308E+018,802,,1.58250329545154E+018,0
1.58250319375802E+018,1055,,1.58250319375373E+018,-41,,1.58250319375586E+018,808,,1.58250329555239E+018,0
1.58250319378051E+018,1074,,1.58250319377697E+018,-39,,1.58250319377864E+018,801,,1.58250329565133E+018,0
1.58250319380276E+018,1073,,1.58250319379942E+018,-41,,1.58250319380097E+018,798,,1.5825032957513E+018,0
1.5825031938256E+018,1045,,1.5825031938218E+018,-42,,1.58250319382395E+018,801,,1.58250329585192E+018,0
1.58250319384921E+018,1056,,1.58250319384538E+018,-43,,1.58250319384749E+018,797,,1.58250329595149E+018,0
1.58250319387174E+018,1044,,1.58250319386789E+018,-45,,1.58250319386984E+018,800,,1.58250329605118E+018,0
1.58250319389645E+018,1044,,1.58250319389103E+018,-41,,1.58250319389469E+018,796,,1.58250329615264E+018,0
1.58250319391749E+018,1049,,1.58250319391352E+018,-36,,1.58250319391531E+018,805,,1.58250329625162E+018,0
1.58250319394006E+018,1053,,1.58250319393632E+018,-39,,1.58250319393815E+018,808,,1.58250329635158E+018,0
1.58250319396402E+018,1048,,1.58250319395939E+018,-38,,1.58250319396171E+018,799,,1.58250329645134E+018,0
1.58250319398668E+018,1045,,1.58250319398202E+018,-37,,1.58250319398445E+018,809,,1.58250329655137E+018,0
1.58250319400706E+018,1042,,1.58250319400363E+018,-48,,1.5825031940054E+018,801,,1.58250329665144E+018,0
1.58250319403059E+018,1052,,1.58250319402646E+018,-43,,1.58250319402851E+018,805,,1.58250329675167E+018,0
1.58250319405448E+018,1027,,1.5825031940502E+018,-42,,1.58250319405247E+018,801,,1.58250329685138E+018,0
1.58250319407767E+018,1034,,1.58250319407361E+018,-44,,1.58250319407585E+018,802,,1.58250329695147E+018,0
1.58250319409965E+018,1044,,1.58250319409615E+018,-46,,1.58250319409784E+018,802,,1.58250329705144E+018,0
1.58250319412259E+018,1055,,1.58250319411886E+018,-40,,1.58250319412094E+018,811,,1.58250329715167E+018,0
1.58250319414559E+018,1050,,1.58250319414145E+018,-47,,1.58250319414339E+018,803,,1.58250329725124E+018,0
1.58250319416762E+018,1029,,1.58250319416368E+018,-46,,1.5825031941659E+018,800,,1.5825032973514E+018,0
1.58250319419098E+018,1038,,1.58250319418721E+018,-38,,1.58250319418909E+018,795,,1.58250329745129E+018,0
1.58250319421282E+018,1055,,1.58250319420918E+018,-35,,1.58250319421112E+018,798,,1.58250329755142E+018,0
1.58250319423668E+018,1043,,1.58250319423231E+018,-35,,1.58250319423436E+018,800,,1.58250329765139E+018,0
1.58250319425887E+018,1041,,1.58250319425445E+018,-42,,1.58250319425693E+018,801,,1.58250329775124E+018,0
1.58250319428273E+018,1033,,1.58250319427841E+018,-41,,1.58250319428067E+018,796,,1.58250329785238E+018,0
1.58250319430366E+018,1053,,1.58250319430018E+018,-36,,1.5825031943019E+018,802,,1.58250329795132E+018,0
1.58250319432661E+018,1069,,1.58250319432272E+018,-40,,1.58250319432465E+018,793,,1.58250329805118E+018,0
1.58250319435034E+018,1048,,1.5825031943463E+018,-38,,1.58250319434823E+018,798,,1.58250329815115E+018,0
1.58250319437364E+018,1045,,1.58250319436969E+018,-45,,1.58250319437162E+018,802,,1.58250329825192E+018,0
1.5825031943955E+018,1057,,1.58250319439164E+018,-49,,1.58250319439356E+018,807,,1.58250329835125E+018,0
1.58250319441746E+018,1048,,1.58250319441391E+018,-44,,1.58250319441561E+018,793,,1.58250329845169E+018,0
1.58250319444078E+018,1043,,1.58250319443707E+018,-44,,1.58250319443892E+018,796,,1.5825032985514E+018,0
1.58250319446364E+018,1050,,1.58250319445972E+018,-44,,1.58250319446178E+018,803,,1.58250329865139E+018,0
1.58250319448668E+018,1066,,1.5825031944831E+018,-52,,1.58250319448511E+018,801,,1.58250329875153E+018,0
1.58250319450886E+018,1056,,1.58250319450551E+018,-40,,1.58250319450712E+018,802,,1.58250329885161E+018,0
1.58250319453176E+018,1033,,1.58250319452765E+018,-44,,1.58250319452985E+018,805,,,
1.58250319455506E+018,1047,,1.58250319455114E+018,-41,,1.58250319455297E+018,793,,,
1.58250319457903E+018,1048,,1.58250319457541E+018,-40,,1.58250319457701E+018,803,,,
1.58250319460173E+018,1060,,1.58250319459768E+018,-42,,1.58250319459995E+018,802,,,
1.58250319462433E+018,1040,,1.58250319461951E+018,-34,,1.58250319462191E+018,802,,,
1.58250319464645E+018,1051,,1.58250319464237E+018,-37,,1.58250319464448E+018,812,,,
1.58250319466847E+018,1040,,1.58250319466471E+018,-40,,1.58250319466673E+018,804,,,
1.58250319469253E+018,1044,,1.58250319468834E+018,-44,,1.58250319469063E+018,801,,,
1.58250319471371E+018,1053,,1.58250319471006E+018,-45,,1.58250319471184E+018,802,,,
1.58250319473643E+018,1038,,1.58250319473256E+018,-44,,1.58250319473436E+018,794,,,
1.58250319475975E+018,1054,,1.58250319475635E+018,-41,,1.58250319475817E+018,800,,,
1.58250319478322E+018,1050,,1.58250319477949E+018,-48,,1.58250319478148E+018,800,,,
1.58250319480644E+018,1038,,1.58250319480235E+018,-40,,1.58250319480439E+018,801,,,
1.58250319482834E+018,1055,,1.5825031948244E+018,-41,,1.58250319482688E+018,803,,,
1.58250319485115E+018,1060,,1.58250319484687E+018,-41,,1.58250319484913E+018,808,,,
1.58250319487426E+018,1054,,1.58250319487021E+018,-37,,1.58250319487225E+018,797,,,
1.58250319489725E+018,1055,,1.58250319489368E+018,-41,,1.58250319489553E+018,800,,,
1.58250319491855E+018,1045,,1.58250319491456E+018,-42,,1.58250319491641E+018,802,,,
1.58250319494174E+018,1047,,1.58250319493798E+018,-38,,1.58250319493989E+018,795,,,
1.58250319496477E+018,1047,,1.58250319496104E+018,-42,,1.58250319496293E+018,799,,,
1.58250319498764E+018,1034,,1.5825031949835E+018,-39,,1.58250319498544E+018,799,,,
1.58250319500973E+018,1056,,1.58250319500564E+018,-40,,1.58250319500741E+018,806,,,
1.58250319503306E+018,1051,,1.5825031950296E+018,-46,,1.58250319503137E+018,802,,,
1.58250319505677E+018,1035,,1.58250319505286E+018,-41,,1.582503195055E+018,798,,,
1.58250319507972E+018,1043,,1.58250319507502E+018,-39,,1.58250319507715E+018,799,,,
1.5825031951024E+018,1061,,1.58250319509838E+018,-41,,1.58250319510062E+018,799,,,
1.58250319512468E+018,1034,,1.58250319512045E+018,-42,,1.58250319512258E+018,807,,,
1.58250319514755E+018,1054,,1.58250319514361E+018,-39,,1.58250319514547E+018,804,,,
1.58250319516932E+018,1060,,1.58250319516562E+018,-38,,1.58250319516768E+018,793,,,
1.58250319519355E+018,1051,,1.5825031951898E+018,-43,,1.58250319519165E+018,806,,,
1.58250319521455E+018,1049,,1.58250319521121E+018,-41,,1.58250319521273E+018,805,,,
1.5825031952384E+018,1066,,1.58250319523365E+018,-45,,1.58250319523617E+018,803,,,
1.58250319526242E+018,1062,,1.5825031952582E+018,-37,,1.58250319526074E+018,799,,,
1.58250319528425E+018,1053,,1.58250319528021E+018,-41,,1.58250319528218E+018,797,,,
1.58250319530706E+018,1052,,1.58250319530337E+018,-40,,1.58250319530513E+018,804,,,
1.58250319532957E+018,1053,,1.58250319532519E+018,-47,,1.58250319532704E+018,800,,,
1.58250319535295E+018,1049,,1.58250319534838E+018,-39,,1.58250319535089E+018,795,,,
1.58250319537505E+018,1041,,1.58250319537156E+018,-43,,1.58250319537312E+018,799,,,
1.58250319539856E+018,1042,,1.58250319539453E+018,-41,,1.58250319539656E+018,799,,,
1.58250319542054E+018,1039,,1.58250319541622E+018,-45,,1.5825031954183E+018,804,,,
1.58250319544361E+018,1039,,1.58250319543966E+018,-40,,1.58250319544158E+018,795,,,
1.58250319546657E+018,1034,,1.58250319546284E+018,-37,,1.58250319546481E+018,811,,,
1.58250319548847E+018,1045,,1.5825031954848E+018,-39,,1.58250319548653E+018,800,,,
1.58250319551225E+018,1052,,1.58250319550819E+018,-40,,1.58250319551028E+018,804,,,
1.5825031955338E+018,1048,,1.5825031955299E+018,-44,,1.58250319553161E+018,808,,,
1.58250319555846E+018,1048,,1.58250319555389E+018,-47,,1.58250319555651E+018,804,,,
1.58250319557999E+018,1055,,1.58250319557625E+018,-43,,1.58250319557816E+018,794,,,
1.58250319560342E+018,1046,,1.58250319559966E+018,-46,,1.58250319560144E+018,799,,,
1.58250319562558E+018,1047,,1.58250319562133E+018,-47,,1.58250319562354E+018,799,,,
1.58250319564874E+018,1058,,1.58250319564448E+018,-48,,1.58250319564655E+018,798,,,
1.58250319567199E+018,1054,,1.58250319566698E+018,-42,,1.58250319567121E+018,802,,,
1.5825031956938E+018,1050,,1.58250319569001E+018,-42,,1.58250319569194E+018,800,,,
1.58250319571628E+018,1025,,1.58250319571251E+018,-45,,1.58250319571442E+018,793,,,
1.58250319573962E+018,1021,,1.58250319573523E+018,-33,,1.58250319573782E+018,799,,,
1.58250319576281E+018,1025,,1.58250319575897E+018,-39,,1.58250319576093E+018,798,,,
1.58250319578721E+018,1044,,1.58250319578323E+018,-46,,1.58250319578492E+018,800,,,
1.58250319580718E+018,1047,,1.5825031958036E+018,-34,,1.58250319580536E+018,804,,,
1.5825031958311E+018,1050,,1.58250319582663E+018,-37,,1.58250319582941E+018,801,,,
1.5825031958532E+018,1045,,1.58250319584913E+018,-44,,1.58250319585121E+018,817,,,
1.58250319587639E+018,1057,,1.58250319587282E+018,-36,,1.58250319587458E+018,800,,,
1.58250319589851E+018,1052,,1.58250319589465E+018,-41,,1.58250319589674E+018,800,,,
1.58250319592093E+018,1052,,1.58250319591708E+018,-37,,1.58250319591895E+018,801,,,
1.58250319594425E+018,1046,,1.58250319593995E+018,-46,,1.58250319594195E+018,795,,,
1.58250319596621E+018,1046,,1.58250319596252E+018,-44,,1.58250319596424E+018,798,,,
1.58250319599017E+018,1057,,1.58250319598611E+018,-41,,1.58250319598794E+018,797,,,
1.58250319601358E+018,1056,,1.58250319600999E+018,-37,,1.58250319601171E+018,801,,,
1.58250319603639E+018,1041,,1.58250319603208E+018,-37,,1.5825031960341E+018,801,,,
1.58250319605856E+018,1057,,1.58250319605451E+018,-45,,1.58250319605623E+018,804,,,
1.58250319608098E+018,1049,,1.58250319607723E+018,-46,,1.58250319607893E+018,802,,,
1.58250319610368E+018,1048,,1.58250319610002E+018,-42,,1.58250319610211E+018,795,,,
1.58250319612721E+018,1048,,1.5825031961229E+018,-42,,1.58250319612545E+018,805,,,
1.58250319614972E+018,1052,,1.58250319614586E+018,-38,,1.58250319614776E+018,798,,,
1.58250319617176E+018,1052,,1.58250319616825E+018,-42,,1.58250319616997E+018,792,,,
1.58250319619496E+018,1039,,1.58250319619111E+018,-43,,1.58250319619319E+018,800,,,
1.58250319621753E+018,1051,,1.58250319621304E+018,-43,,1.58250319621496E+018,796,,,
1.5825031962403E+018,1039,,1.58250319623667E+018,-42,,1.5825031962384E+018,800,,,
1.58250319626372E+018,1047,,1.58250319625944E+018,-43,,1.58250319626152E+018,803,,,
1.58250319628671E+018,1042,,1.58250319628276E+018,-42,,1.58250319628482E+018,803,,,
1.58250319630979E+018,1037,,1.58250319630575E+018,-40,,1.58250319630776E+018,802,,,
1.58250319633093E+018,1052,,1.58250319632726E+018,-41,,1.58250319632888E+018,807,,,
1.58250319635395E+018,1042,,1.58250319635011E+018,-48,,1.58250319635192E+018,800,,,
1.58250319637766E+018,1059,,1.58250319637365E+018,-41,,1.58250319637557E+018,801,,,
1.58250319640061E+018,1046,,1.58250319639635E+018,-39,,1.58250319639845E+018,796,,,
1.58250319642205E+018,1058,,1.58250319641788E+018,-37,,1.58250319641967E+018,799,,,
1.58250319644512E+018,1051,,1.58250319644079E+018,-37,,1.58250319644295E+018,802,,,
1.58250319646817E+018,1046,,1.58250319646432E+018,-47,,1.58250319646619E+018,798,,,
1.58250319649107E+018,1050,,1.58250319648736E+018,-43,,1.58250319648925E+018,796,,,
1.58250319651371E+018,1050,,1.58250319651036E+018,-44,,1.58250319651187E+018,799,,,
1.58250319653726E+018,1036,,1.58250319653285E+018,-48,,1.58250319653483E+018,802,,,
1.58250319655864E+018,1031,,1.58250319655536E+018,-41,,1.58250319655726E+018,797,,,
1.58250319658468E+018,1031,,1.58250319657848E+018,-39,,1.58250319658047E+018,799,,,
1.58250319660376E+018,1050,,1.58250319660046E+018,-41,,1.58250319660216E+018,799,,,
1.58250319662795E+018,1045,,1.5825031966231E+018,-41,,1.58250319662564E+018,806,,,
1.58250319664894E+018,1037,,1.58250319664562E+018,-43,,1.58250319664708E+018,806,,,
1.58250319667163E+018,1041,,1.58250319666845E+018,-39,,1.58250319667003E+018,812,,,
1.58250319669441E+018,1046,,1.58250319669134E+018,-42,,1.58250319669288E+018,800,,,
1.58250319671808E+018,1042,,1.58250319671422E+018,-41,,1.58250319671647E+018,803,,,
1.58250319674135E+018,1050,,1.58250319673717E+018,-39,,1.58250319673941E+018,795,,,
1.58250319676482E+018,1062,,1.58250319676096E+018,-43,,1.58250319676306E+018,802,,,
1.58250319678709E+018,1061,,1.58250319678316E+018,-41,,1.58250319678566E+018,810,,,
1.58250319681016E+018,1066,,1.58250319680604E+018,-41,,1.58250319680772E+018,797,,,
1.58250319683356E+018,1050,,1.58250319682915E+018,-38,,1.58250319683144E+018,806,,,
1.58250319685565E+018,1044,,1.58250319685151E+018,-40,,1.58250319685383E+018,805,,,
1.58250319687766E+018,1049,,1.58250319687366E+018,-37,,1.58250319687559E+018,802,,,
1.58250319690132E+018,1048,,1.58250319689778E+018,-40,,1.58250319689973E+018,797,,,
1.58250319692252E+018,1042,,1.58250319691924E+018,-39,,1.58250319692077E+018,801,,,
1.58250319694604E+018,1054,,1.58250319694244E+018,-42,,1.58250319694435E+018,803,,,
1.58250319696801E+018,1048,,1.58250319696478E+018,-36,,1.5825031969664E+018,803,,,
1.58250319699141E+018,1050,,1.5825031969883E+018,-39,,1.58250319698996E+018,796,,,
1.582503197014E+018,1054,,1.58250319701018E+018,-49,,1.58250319701204E+018,798,,,
1.58250319703701E+018,1062,,1.58250319703311E+018,-37,,1.58250319703501E+018,798,,,
1.58250319705942E+018,1043,,1.58250319705592E+018,-47,,1.58250319705754E+018,794,,,
1.58250319708438E+018,1043,,1.58250319707971E+018,-44,,1.58250319708197E+018,799,,,
1.58250319710556E+018,1047,,1.58250319710202E+018,-45,,1.58250319710386E+018,804,,,
1.58250319712877E+018,1047,,1.58250319712403E+018,-42,,1.58250319712607E+018,799,,,
1.58250319715144E+018,1054,,1.58250319714765E+018,-38,,1.58250319714925E+018,795,,,
1.58250319717373E+018,1038,,1.58250319716976E+018,-38,,1.58250319717145E+018,807,,,
1.5825031971968E+018,1045,,1.5825031971935E+018,-38,,1.58250319719518E+018,803,,,
1.58250319721946E+018,1056,,1.58250319721611E+018,-39,,1.58250319721777E+018,807,,,
1.58250319724145E+018,1039,,1.582503197238E+018,-39,,1.58250319723968E+018,795,,,
1.58250319726468E+018,1034,,1.58250319726107E+018,-43,,1.58250319726276E+018,787,,,
1.58250319728843E+018,1050,,1.58250319728442E+018,-39,,1.58250319728612E+018,793,,,
1.58250319731102E+018,1051,,1.58250319730727E+018,-35,,1.58250319730933E+018,789,,,
1.58250319733337E+018,1065,,1.58250319732986E+018,-39,,1.58250319733189E+018,793,,,
1.58250319735595E+018,1059,,1.58250319735207E+018,-39,,1.58250319735395E+018,799,,,
1.58250319737873E+018,1052,,1.58250319737508E+018,-43,,1.58250319737699E+018,804,,,
1.58250319740097E+018,1040,,1.58250319739755E+018,-47,,1.58250319739939E+018,797,,,
1.58250319742346E+018,1044,,1.58250319741966E+018,-45,,1.58250319742157E+018,802,,,
1.58250319744657E+018,1038,,1.58250319744254E+018,-39,,1.58250319744462E+018,792,,,
1.58250319747043E+018,1042,,1.5825031974658E+018,-45,,1.5825031974682E+018,804,,,
1.58250319749195E+018,1042,,1.58250319748856E+018,-41,,1.5825031974906E+018,804,,,
1.582503197514E+018,1058,,1.58250319751113E+018,-40,,1.58250319751254E+018,803,,,
1.5825031975364E+018,1043,,1.58250319753334E+018,-39,,1.58250319753473E+018,794,,,
1.58250319755992E+018,1057,,1.58250319755707E+018,-40,,1.58250319755843E+018,806,,,
1.58250319758198E+018,1054,,1.58250319757916E+018,-41,,1.58250319758052E+018,795,,,
1.5825031976049E+018,1057,,1.58250319760207E+018,-32,,1.58250319760353E+018,803,,,
1.58250319763163E+018,1045,,1.58250319762558E+018,-36,,1.58250319762797E+018,802,,,
1.58250319765276E+018,1061,,1.58250319764893E+018,-39,,1.58250319765071E+018,811,,,
1.58250319767609E+018,1037,,1.58250319767221E+018,-48,,1.58250319767428E+018,793,,,
1.58250319769787E+018,1052,,1.58250319769409E+018,-44,,1.58250319769587E+018,789,,,
